INDEX,Idx,D,H,M,S,PIR,TILT,GAS,DIST
58,140009,1,14,53,29,1,0,123,7.09
59,140010,1,14,53,30,1,0,123,7.1
60,140011,1,14,53,31,1,0,123,7.09
61,140012,1,14,53,32,1,0,122,7.07
62,140013,1,14,53,33,1,0,121,7.09
63,140014,1,14,53,34,1,0,120,7.09
64,140015,1,14,53,35,1,0,118,7.09
65,140016,1,14,53,36,0,0,118,7.09
66,140017,1,14,53,37,0,0,117,7.09
67,140018,1,14,53,38,0,0,116,7.09
68,140019,1,14,53,39,0,0,115,7.09
69,140020,1,14,53,40,0,0,116,7.1
70,140021,1,14,53,41,0,0,115,7.09
71,140022,1,14,53,42,0,0,115,7.1
72,140023,1,14,53,43,0,0,114,7.09
73,140024,1,14,53,44,0,0,113,7.09
74,140025,1,14,53,45,0,0,113,7.09
75,140026,1,14,53,46,0,0,113,7.09
76,140027,1,14,53,47,0,0,112,7.09
77,140028,1,14,53,48,0,0,112,7.09
78,140029,1,14,53,49,0,0,112,7.07
79,140030,1,14,53,50,0,0,111,7.09
80,140031,1,14,53,51,0,0,110,7.09
81,140032,1,14,53,52,0,0,110,7.09
82,140033,1,14,53,53,0,0,110,7.09
83,140034,1,14,53,54,0,0,109,7.09
84,140035,1,14,53,55,0,0,109,7.09
85,140036,1,14,53,56,0,0,108,7.09
86,140037,1,14,53,57,0,0,109,7.09
87,140038,1,14,53,58,0,0,108,7.09
88,140039,1,14,53,59,0,0,109,7.09
89,140040,1,14,54,0,0,0,109,7.09
90,140041,1,14,54,1,1,0,108,7.09
91,140042,1,14,54,2,1,0,108,7.09
92,140043,1,14,54,3,1,0,108,7.09
93,140044,1,14,54,4,1,0,107,7.09
94,140045,1,14,54,5,1,0,107,7.07
95,140046,1,14,54,6,1,0,107,7.09
96,140047,1,14,54,7,1,0,107,7.09
97,140048,1,14,54,8,1,0,105,7.09
98,140049,1,14,54,9,1,0,106,7.09
99,140050,1,14,54,10,1,0,106,7.09
100,140051,1,14,54,11,1,0,106,7.09
101,140052,1,14,54,12,1,0,105,7.09
102,140053,1,14,54,13,0,0,106,7.1
103,140054,1,14,54,14,0,0,106,7.1
104,140055,1,14,54,15,0,0,105,7.1
105,140056,1,14,54,16,0,0,103,7.1
106,140057,1,14,54,17,1,0,105,7.1
107,140058,1,14,54,18,1,0,105,7.09
108,140059,1,14,54,19,1,0,105,7.1
109,140060,1,14,54,20,1,0,106,7.09
110,140061,1,14,54,21,1,0,105,7.1
111,140062,1,14,54,22,1,0,104,7.1
112,140063,1,14,54,23,1,0,106,7.1
113,140064,1,14,54,24,1,0,106,7.1
114,140065,1,14,54,25,1,0,106,7.09
115,140066,1,14,54,26,1,0,107,7.1
116,140067,1,14,54,27,1,0,107,7.1
117,140068,1,14,54,28,1,0,108,7.1
118,140069,1,14,54,29,1,0,110,7.09
119,140070,1,14,54,30,1,0,111,7.07
120,140071,1,14,54,31,1,0,112,7.1
121,140072,1,14,54,32,1,0,112,7.09
122,140073,1,14,54,33,1,0,113,7.07
123,140074,1,14,54,34,1,0,114,7.07
124,140075,1,14,54,35,1,0,115,7.07
125,140076,1,14,54,36,1,0,115,7.07
126,140077,1,14,54,37,1,0,115,7.09
127,140078,1,14,54,38,1,0,115,7.1
128,140079,1,14,54,39,1,0,113,7.07
129,140080,1,14,54,40,1,0,111,7.09
130,140081,1,14,54,41,1,0,112,7.07
131,140082,1,14,54,42,1,0,111,7.07
132,140083,1,14,54,43,1,0,111,7.09
133,140084,1,14,54,44,1,0,111,7.09
134,140085,1,14,54,45,1,0,110,7.09
135,140086,1,14,54,46,1,0,110,7.09
136,140087,1,14,54,47,1,0,110,7.09
137,140088,1,14,54,48,1,0,110,7.07
138,140089,1,14,54,49,1,0,109,7.09
139,140090,1,14,54,50,1,0,107,7.07
140,140091,1,14,54,51,1,0,108,7.09
141,140092,1,14,54,52,1,0,108,7.09
142,140093,1,14,54,53,1,0,107,7.06
143,140094,1,14,54,54,0,0,107,7.07
144,140095,1,14,54,55,0,0,107,7.06
145,140096,1,14,54,56,0,0,107,7.09
146,140097,1,14,54,57,0,0,107,7.09
147,140098,1,14,54,58,0,0,107,7.07
148,140099,1,14,54,59,0,0,108,7.06
149,140100,1,14,55,0,0,0,108,7.07
150,140101,1,14,55,1,0,0,107,7.06
151,140102,1,14,55,2,0,0,107,7.06
152,140103,1,14,55,3,0,0,107,7.07
153,140104,1,14,55,4,0,0,108,7.06
154,140105,1,14,55,5,0,0,107,7.07
155,140106,1,14,55,6,0,0,107,7.07
156,140107,1,14,55,7,0,0,107,7.06
157,140108,1,14,55,8,0,0,106,7.07
158,140109,1,14,55,9,0,0,107,7.07
159,140110,1,14,55,10,0,0,106,7.06
160,140111,1,14,55,11,0,0,106,7.06
161,140112,1,14,55,12,0,0,106,7.06
162,140113,1,14,55,13,0,0,104,7.07
163,140114,1,14,55,14,0,0,105,7.06
164,140115,1,14,55,15,0,0,104,7.06
165,140116,1,14,55,16,0,0,105,7.06
166,140117,1,14,55,17,0,0,104,7.09
167,140118,1,14,55,18,0,0,104,7.06
168,140119,1,14,55,19,0,0,104,7.07
169,140120,1,14,55,20,0,0,104,7.07
170,140121,1,14,55,21,0,0,104,7.06
171,140122,1,14,55,22,0,0,103,7.06
172,140123,1,14,55,23,0,0,104,7.04
173,140124,1,14,55,24,0,0,104,7.06
174,140125,1,14,55,25,0,0,104,7.07
175,140126,1,14,55,26,0,0,103,7.06
176,140127,1,14,55,27,0,0,103,7.07
177,140128,1,14,55,28,0,0,102,7.07
178,140129,1,14,55,29,0,0,102,7.06
179,140130,1,14,55,30,0,0,103,7.06
180,140591,1,15,3,11,1,0,39,6.73
181,140592,1,15,3,12,1,0,91,7.1
182,140593,1,15,3,13,1,0,136,7.1
183,140594,1,15,3,14,1,0,196,7.1
184,140595,1,15,3,15,1,0,285,7.1
185,140596,1,15,3,16,1,0,373,7.1
186,140597,1,15,3,17,1,0,446,7.1
187,140598,1,15,3,18,0,0,493,7.1
188,140599,1,15,3,19,0,0,520,7.1
189,140600,1,15,3,20,0,0,529,7.1
190,140601,1,15,3,21,0,0,511,7.1
191,140602,1,15,3,22,0,0,496,7.09
192,140603,1,15,3,23,0,0,459,7.1
193,140604,1,15,3,24,0,0,429,7.09
194,140605,1,15,3,25,0,0,387,7.1
195,140606,1,15,3,26,0,0,356,7.1
196,140607,1,15,3,27,0,0,323,7.1
197,140608,1,15,3,28,0,0,291,7.1
198,140609,1,15,3,29,0,0,265,7.1
199,140610,1,15,3,30,0,0,243,7.1
200,140611,1,15,3,31,0,0,225,7.09
201,140612,1,15,3,32,0,0,211,7.09
202,140613,1,15,3,33,0,0,199,7.1
203,140614,1,15,3,34,0,0,188,7.1
204,140615,1,15,3,35,0,0,180,7.1
205,140616,1,15,3,36,0,0,173,7.1
206,140617,1,15,3,37,0,0,167,7.1
207,140618,1,15,3,38,0,0,161,7.1
208,140619,1,15,3,39,0,0,157,7.1
209,140620,1,15,3,40,0,0,151,7.1
210,140621,1,15,3,41,0,0,147,7.1
211,140622,1,15,3,42,0,0,144,7.1
212,140623,1,15,3,43,0,0,140,7.1
213,140624,1,15,3,44,0,0,137,7.1
214,140625,1,15,3,45,0,0,133,7.1
215,140626,1,15,3,46,0,0,130,7.1
216,140627,1,15,3,47,0,0,128,7.1
217,140628,1,15,3,48,0,0,126,7.1
218,140629,1,15,3,49,0,0,123,7.09
219,140630,1,15,3,50,0,0,122,7.09
220,140631,1,15,3,51,0,0,119,7.09
221,140632,1,15,3,52,0,0,117,7.1
222,140633,1,15,3,53,0,0,115,7.09
223,140634,1,15,3,54,0,0,113,7.1
224,140635,1,15,3,55,0,0,113,7.1
225,140636,1,15,3,56,0,0,111,7.1
226,140637,1,15,3,57,0,0,109,7.1
227,140638,1,15,3,58,0,0,109,7.1
228,140639,1,15,3,59,0,0,107,7.1
229,140640,1,15,4,0,0,0,106,7.1
230,140641,1,15,4,1,0,0,106,7.09
231,140642,1,15,4,2,0,0,104,7.1
232,140643,1,15,4,3,0,0,104,7.09
233,140644,1,15,4,4,0,0,103,7.07
234,140645,1,15,4,5,0,0,102,7.1
235,140646,1,15,4,6,0,0,101,7.09
236,140647,1,15,4,7,0,0,101,7.1
237,140648,1,15,4,8,0,0,100,7.09
238,140649,1,15,4,9,0,0,99,7.1
239,140650,1,15,4,10,0,0,99,7.1
240,140651,1,15,4,11,0,0,98,7.1
241,140652,1,15,4,12,0,0,97,7.1
242,140653,1,15,4,13,0,0,96,7.1
243,140654,1,15,4,14,0,0,97,7.1
244,140655,1,15,4,15,0,0,96,7.09
245,140656,1,15,4,16,0,0,95,7.1
246,140657,1,15,4,17,0,0,96,7.09
247,140658,1,15,4,18,0,0,95,7.09
248,140659,1,15,4,19,0,0,95,7.09
249,140660,1,15,4,20,0,0,95,7.1
250,140661,1,15,4,21,0,0,94,7.09
251,140662,1,15,4,22,0,0,94,7.09
252,140663,1,15,4,23,0,0,94,7.1
253,140664,1,15,4,24,0,0,94,7.1
254,140665,1,15,4,25,0,0,93,7.1
255,140666,1,15,4,26,0,0,93,7.1
256,140667,1,15,4,27,0,0,93,7.09
257,140668,1,15,4,28,0,0,93,7.1
258,140669,1,15,4,29,0,0,92,7.09
259,140670,1,15,4,30,0,0,92,7.09
260,140671,1,15,4,31,0,0,92,7.1
261,140672,1,15,4,32,0,0,92,7.09
262,140673,1,15,4,33,0,0,90,7.1
263,140674,1,15,4,34,0,0,91,7.09
264,140675,1,15,4,35,0,0,91,7.09
265,140676,1,15,4,36,0,0,92,7.1
266,140677,1,15,4,37,0,0,91,7.1
267,140678,1,15,4,38,0,0,90,7.1
268,140679,1,15,4,39,0,0,90,7.09
269,140680,1,15,4,40,0,0,90,7.1
270,140681,1,15,4,41,0,0,90,7.09
271,140682,1,15,4,42,0,0,90,7.09
272,140683,1,15,4,43,0,0,90,7.09
273,140684,1,15,4,44,0,0,90,7.09
274,140685,1,15,4,45,0,0,89,7.1
275,140686,1,15,4,46,0,0,89,7.1
276,140687,1,15,4,47,0,0,89,7.1
277,140688,1,15,4,48,0,0,89,7.09
278,140689,1,15,4,49,0,0,88,7.09
279,140690,1,15,4,50,0,0,89,7.09
280,140691,1,15,4,51,0,0,89,7.1
281,140692,1,15,4,52,0,0,89,7.09
282,140693,1,15,4,53,0,0,89,7.1
283,140694,1,15,4,54,0,0,88,7.09
284,140695,1,15,4,55,0,0,89,7.1
285,140696,1,15,4,56,0,0,89,7.09
286,140697,1,15,4,57,0,0,89,7.09
287,140698,1,15,4,58,0,0,89,7.09
288,140699,1,15,4,59,0,0,88,7.09
289,140700,1,15,5,0,0,0,89,7.1
290,140701,1,15,5,1,0,0,88,7.1
291,140702,1,15,5,2,0,0,88,7.1
292,140703,1,15,5,3,0,0,88,7.1
293,140704,1,15,5,4,0,0,89,7.09
294,140705,1,15,5,5,0,0,88,7.07
295,140706,1,15,5,6,0,0,88,7.1
296,140707,1,15,5,7,0,0,88,7.09
297,140708,1,15,5,8,0,0,88,7.09
298,140709,1,15,5,9,0,0,88,7.09
299,140710,1,15,5,10,0,0,88,7.09
300,140711,1,15,5,11,0,0,87,7.09
301,140712,1,15,5,12,0,0,88,7.09
302,140713,1,15,5,13,0,0,87,7.1
303,140714,1,15,5,14,0,0,88,7.09
304,140715,1,15,5,15,0,0,88,7.09
305,140716,1,15,5,16,0,0,87,7.09
306,140717,1,15,5,17,0,0,87,7.09
307,140718,1,15,5,18,0,0,88,7.09
308,140719,1,15,5,19,0,0,87,7.07
309,140720,1,15,5,20,0,0,87,7.1
310,140721,1,15,5,21,0,0,88,7.09
311,140722,1,15,5,22,0,0,88,7.07
312,140723,1,15,5,23,0,0,87,7.09
313,140724,1,15,5,24,0,0,87,7.1
314,140725,1,15,5,25,0,0,88,7.09
315,140726,1,15,5,26,0,0,87,7.09
316,140727,1,15,5,27,0,0,87,7.09
317,140728,1,15,5,28,0,0,87,7.09
318,140729,1,15,5,29,0,0,87,7.1
319,140730,1,15,5,30,0,0,87,7.09
320,140731,1,15,5,31,0,0,87,7.09
321,140732,1,15,5,32,0,0,87,7.09
322,140733,1,15,5,33,0,0,85,7.09
323,140734,1,15,5,34,0,0,87,7.09
324,140735,1,15,5,35,0,0,86,7.09
325,140736,1,15,5,36,0,0,86,7.09
326,140737,1,15,5,37,0,0,87,7.09
327,140738,1,15,5,38,0,0,87,7.09
328,140739,1,15,5,39,0,0,87,7.09
329,140740,1,15,5,40,0,0,86,7.07
330,140741,1,15,5,41,0,0,86,7.09
331,140742,1,15,5,42,0,0,87,7.1
332,140743,1,15,5,43,0,0,87,7.09
333,140744,1,15,5,44,0,0,86,7.1
334,140745,1,15,5,45,0,0,86,7.09
335,140746,1,15,5,46,0,0,86,7.09
336,140747,1,15,5,47,0,0,87,7.09
337,140748,1,15,5,48,0,0,86,7.09
338,140749,1,15,5,49,0,0,86,7.09
339,140750,1,15,5,50,0,0,86,7.09
340,140751,1,15,5,51,0,0,86,7.1
341,140752,1,15,5,52,0,0,84,7.09
342,140753,1,15,5,53,0,0,87,7.09
343,140754,1,15,5,54,0,0,86,7.09
344,140755,1,15,5,55,0,0,86,7.1
345,140756,1,15,5,56,0,0,86,7.07
346,140757,1,15,5,57,0,0,86,7.09
347,140758,1,15,5,58,0,0,86,7.09
348,140759,1,15,5,59,0,0,86,7.09
349,140760,1,15,6,0,0,0,86,7.09
350,140761,1,15,6,1,0,0,85,7.1
351,140762,1,15,6,2,0,0,86,7.09
352,140763,1,15,6,3,0,0,86,7.1
353,140764,1,15,6,4,0,0,86,7.07
354,140765,1,15,6,5,0,0,86,7.09
355,140766,1,15,6,6,0,0,85,7.09
356,140767,1,15,6,7,0,0,86,7.09
357,140768,1,15,6,8,0,0,86,7.09
358,140769,1,15,6,9,0,0,86,7.09
359,140770,1,15,6,10,0,0,85,7.09
360,143120,1,15,45,20,1,0,635,6.73
361,143121,1,15,45,21,1,0,772,7.12
362,143122,1,15,45,22,1,0,857,7.1
363,143123,1,15,45,23,1,0,886,7.12
364,143124,1,15,45,24,1,0,888,7.1
365,143125,1,15,45,25,1,0,883,7.12
366,143126,1,15,45,26,1,0,869,7.12
367,143127,1,15,45,27,1,0,833,7.12
368,143128,1,15,45,28,1,0,793,7.1
369,143129,1,15,45,29,1,0,756,7.12
370,143130,1,15,45,30,1,0,715,7.12
371,143131,1,15,45,31,1,0,665,7.12
372,143132,1,15,45,32,1,0,613,7.12
373,143133,1,15,45,33,1,0,558,7.12
374,143134,1,15,45,34,1,0,501,7.12
375,143135,1,15,45,35,1,0,444,7.1
376,143136,1,15,45,36,1,0,392,7.1
377,143137,1,15,45,37,0,0,341,7.1
378,143138,1,15,45,38,0,0,295,7.1
379,143139,1,15,45,39,0,0,259,7.1
380,143140,1,15,45,40,0,0,230,7.1
381,143141,1,15,45,41,1,0,208,7.1
382,143142,1,15,45,42,1,0,196,7.12
383,143143,1,15,45,43,1,0,184,7.1
384,143144,1,15,45,44,1,0,175,7.1
385,143145,1,15,45,45,1,0,167,7.1
386,143146,1,15,45,46,1,0,161,7.1
387,143147,1,15,45,47,1,0,156,7.1
388,143148,1,15,45,48,1,0,151,7.1
389,143149,1,15,45,49,1,0,147,7.1
390,143150,1,15,45,50,1,0,143,7.1
391,143151,1,15,45,51,1,0,138,7.1
392,143152,1,15,45,52,1,0,135,7.1
393,143153,1,15,45,53,1,0,131,7.1
394,143154,1,15,45,54,1,0,128,7.1
395,143155,1,15,45,55,1,0,122,7.1
396,143156,1,15,45,56,1,0,121,7.1
397,143157,1,15,45,57,1,0,118,7.1
398,143158,1,15,45,58,0,0,115,7.1
399,143159,1,15,45,59,0,0,112,7.1
400,143160,1,15,46,0,0,0,110,7.1
401,143161,1,15,46,1,1,0,109,7.1
402,143162,1,15,46,2,1,0,105,7.1
403,143163,1,15,46,3,1,0,103,7.1
404,143164,1,15,46,4,1,0,102,7.1
405,143165,1,15,46,5,1,0,101,7.1
406,143166,1,15,46,6,1,0,99,7.1
407,143167,1,15,46,7,1,0,97,7.1
408,143168,1,15,46,8,1,0,96,7.1
409,143169,1,15,46,9,1,0,94,7.1
410,143170,1,15,46,10,1,0,93,7.1
411,143171,1,15,46,11,1,0,92,7.1
412,143172,1,15,46,12,1,0,91,7.1
413,143173,1,15,46,13,1,0,89,7.1
414,143174,1,15,46,14,1,0,89,7.1
415,143175,1,15,46,15,1,0,87,7.1
416,143176,1,15,46,16,0,0,87,7.1
417,143177,1,15,46,17,0,0,87,7.1
418,143178,1,15,46,18,0,0,86,7.1
419,143179,1,15,46,19,0,0,85,7.1
420,143180,1,15,46,20,0,0,85,7.1
421,143181,1,15,46,21,1,0,84,7.1
422,143182,1,15,46,22,1,0,84,7.1
423,143183,1,15,46,23,0,0,83,7.1
424,143184,1,15,46,24,0,0,83,7.1
425,143185,1,15,46,25,0,0,83,7.1
426,143186,1,15,46,26,0,0,83,7.1
427,143187,1,15,46,27,1,0,83,7.1
428,143188,1,15,46,28,1,0,82,7.1
429,143189,1,15,46,29,1,0,81,7.1
430,143190,1,15,46,30,1,0,81,7.1
431,143191,1,15,46,31,1,0,79,7.1
432,143192,1,15,46,32,1,0,79,7.1
433,143193,1,15,46,33,1,0,81,7.1
434,143194,1,15,46,34,1,0,81,7.1
435,143195,1,15,46,35,1,0,80,7.12
436,143196,1,15,46,36,1,0,80,7.1
437,143197,1,15,46,37,1,0,80,7.1
438,143198,1,15,46,38,1,0,79,7.1
439,143199,1,15,46,39,1,0,78,7.1
440,143200,1,15,46,40,1,0,79,7.1
441,143201,1,15,46,41,1,0,78,7.1
442,143202,1,15,46,42,1,0,78,7.1
443,143203,1,15,46,43,1,0,77,7.1
444,143204,1,15,46,44,1,0,78,7.1
445,143205,1,15,46,45,1,0,78,7.1
446,143206,1,15,46,46,1,0,78,7.1
447,143207,1,15,46,47,1,0,78,7.1
448,143208,1,15,46,48,1,0,77,7.1
449,143209,1,15,46,49,1,0,77,7.1
450,143210,1,15,46,50,1,0,77,7.1
451,143211,1,15,46,51,0,0,77,7.1
452,143212,1,15,46,52,0,0,77,7.1
453,143213,1,15,46,53,0,0,77,7.1
454,143214,1,15,46,54,1,0,78,7.1
455,143215,1,15,46,55,1,0,76,7.1
456,143216,1,15,46,56,1,0,76,7.1
457,143217,1,15,46,57,1,0,77,7.1
458,143218,1,15,46,58,1,0,77,7.1
459,143219,1,15,46,59,1,0,76,7.1
460,143220,1,15,47,0,1,0,76,7.12
461,143221,1,15,47,1,1,0,76,7.1
462,143222,1,15,47,2,1,0,76,7.1
463,143223,1,15,47,3,1,0,74,7.1
464,143224,1,15,47,4,1,0,76,7.1
465,143225,1,15,47,5,1,0,76,7.1
466,143226,1,15,47,6,1,0,75,7.1
467,143227,1,15,47,7,1,0,76,7.1
468,143228,1,15,47,8,1,0,76,7.1
469,143229,1,15,47,9,1,0,75,7.1
470,143230,1,15,47,10,1,0,75,7.1
471,143231,1,15,47,11,1,0,75,7.1
472,143232,1,15,47,12,1,0,75,7.1
473,143233,1,15,47,13,1,0,76,7.1
474,143234,1,15,47,14,1,0,75,7.1
475,143235,1,15,47,15,1,0,75,7.1
476,143236,1,15,47,16,1,0,75,7.1
477,143237,1,15,47,17,1,0,75,7.1
478,143238,1,15,47,18,1,0,75,7.1
479,143239,1,15,47,19,1,0,74,7.1
480,143240,1,15,47,20,1,0,75,7.1
481,143241,1,15,47,21,1,0,75,7.1
482,143242,1,15,47,22,1,0,75,7.1
483,143243,1,15,47,23,0,0,75,7.1
484,143244,1,15,47,24,0,0,75,7.1
485,143245,1,15,47,25,0,0,74,7.1
486,143246,1,15,47,26,0,0,75,7.1
487,143247,1,15,47,27,0,0,75,7.1
488,143248,1,15,47,28,0,0,75,7.1
489,143249,1,15,47,29,0,0,74,7.1
490,143250,1,15,47,30,0,0,74,7.1
491,143251,1,15,47,31,0,0,75,7.1
492,143252,1,15,47,32,0,0,75,7.1
493,143253,1,15,47,33,0,0,74,7.1
494,143254,1,15,47,34,0,0,75,7.1
495,143255,1,15,47,35,0,0,74,7.1
496,143256,1,15,47,36,0,0,74,7.1
497,143257,1,15,47,37,0,0,74,7.1
498,143258,1,15,47,38,0,0,75,7.1
499,143259,1,15,47,39,0,0,74,7.1
500,143260,1,15,47,40,0,0,74,7.1
501,143261,1,15,47,41,0,0,74,7.1
502,143262,1,15,47,42,0,0,74,7.1
503,143263,1,15,47,43,0,0,74,7.1
504,143264,1,15,47,44,0,0,74,7.1
505,143265,1,15,47,45,0,0,74,7.1
506,143266,1,15,47,46,0,0,74,7.1
507,143267,1,15,47,47,0,0,74,7.1
508,143268,1,15,47,48,0,0,74,7.1
509,143269,1,15,47,49,0,0,74,7.1
510,143270,1,15,47,50,0,0,73,7.1
511,143271,1,15,47,51,0,0,74,7.1
512,143272,1,15,47,52,0,0,74,7.1
513,143273,1,15,47,53,0,0,74,7.1
514,143274,1,15,47,54,0,0,74,7.1
515,143275,1,15,47,55,0,0,74,7.1
516,143276,1,15,47,56,0,0,74,7.1
517,143277,1,15,47,57,0,0,74,7.1
518,143278,1,15,47,58,0,0,74,7.1
519,143279,1,15,47,59,0,0,73,7.1
520,143280,1,15,48,0,0,0,74,7.1
521,143281,1,15,48,1,0,0,74,7.1
522,143282,1,15,48,2,0,0,75,7.1
523,143283,1,15,48,3,0,0,74,7.1
524,143284,1,15,48,4,0,0,74,7.1
525,143285,1,15,48,5,0,0,74,7.1
526,143286,1,15,48,6,0,0,74,7.1
527,143287,1,15,48,7,0,0,74,7.1
528,143288,1,15,48,8,0,0,74,7.1
529,143289,1,15,48,9,0,0,74,7.1
530,143290,1,15,48,10,0,0,73,7.1
531,143291,1,15,48,11,0,0,74,7.1
532,143292,1,15,48,12,1,0,74,7.1
533,143293,1,15,48,13,1,0,74,7.1
534,143294,1,15,48,14,1,0,74,7.1
535,143295,1,15,48,15,1,0,74,7.1
536,143296,1,15,48,16,1,0,74,7.1
537,143297,1,15,48,17,1,0,73,7.1
538,143298,1,15,48,18,0,0,73,7.1
539,143299,1,15,48,19,0,0,72,7.1
540,143302,1,15,48,22,1,0,56,6.73
541,143326,1,15,48,46,1,0,74,7.1
542,143327,1,15,48,47,1,0,74,7.1
543,143328,1,15,48,48,1,0,74,7.1
544,143329,1,15,48,49,1,0,74,7.1
545,143330,1,15,48,50,1,0,74,7.1
546,143331,1,15,48,51,0,0,73,7.1
547,143332,1,15,48,52,0,0,74,7.1
548,143333,1,15,48,53,0,0,73,7.1
549,143334,1,15,48,54,0,0,73,7.1
550,143335,1,15,48,55,0,0,74,7.1
551,143336,1,15,48,56,0,0,73,7.1
552,143337,1,15,48,57,0,0,73,7.1
553,143338,1,15,48,58,0,0,73,7.1
554,143339,1,15,48,59,0,0,74,7.1
555,143340,1,15,49,0,0,0,73,7.1
556,143341,1,15,49,1,0,0,73,7.1
557,143342,1,15,49,2,0,0,72,7.1
558,143343,1,15,49,3,0,0,73,7.1
559,143344,1,15,49,4,0,0,72,7.09
560,143345,1,15,49,5,0,0,72,7.1
561,143346,1,15,49,6,0,0,73,7.1
562,143347,1,15,49,7,0,0,72,7.1
563,143348,1,15,49,8,0,0,73,7.1
564,143349,1,15,49,9,0,0,72,7.1
565,143350,1,15,49,10,0,0,72,7.1
566,143351,1,15,49,11,0,0,73,7.09
567,143352,1,15,49,12,0,0,72,7.1
568,143353,1,15,49,13,0,0,73,7.1
569,143354,1,15,49,14,0,0,71,7.1
570,143355,1,15,49,15,0,0,73,7.1
571,143356,1,15,49,16,0,0,73,7.1
572,143357,1,15,49,17,0,0,72,7.1
573,143358,1,15,49,18,0,0,72,7.1
574,143359,1,15,49,19,0,0,72,7.1
575,143360,1,15,49,20,0,0,73,7.1
576,143361,1,15,49,21,0,0,73,7.1
577,143362,1,15,49,22,0,0,73,7.1
578,143363,1,15,49,23,0,0,73,7.1
579,143364,1,15,49,24,0,0,73,7.1
580,143365,1,15,49,25,0,0,74,7.1
581,143366,1,15,49,26,0,0,73,7.1
582,143367,1,15,49,27,0,0,71,7.1
583,143368,1,15,49,28,0,0,73,7.1
584,143369,1,15,49,29,0,0,73,7.1
585,143370,1,15,49,30,0,0,73,7.09
586,143371,1,15,49,31,0,0,73,7.1
587,143372,1,15,49,32,0,0,72,7.1
588,143373,1,15,49,33,0,0,73,7.1
589,143374,1,15,49,34,0,0,73,7.1
590,143375,1,15,49,35,0,0,73,7.1
591,143376,1,15,49,36,0,0,74,7.1
592,143377,1,15,49,37,0,0,73,7.09
593,143378,1,15,49,38,0,0,74,7.1
594,143379,1,15,49,39,0,0,73,7.09
595,143380,1,15,49,40,0,0,73,7.1
596,143381,1,15,49,41,0,0,73,7.1
597,143382,1,15,49,42,0,0,73,7.1
598,143383,1,15,49,43,0,0,72,7.09
599,143384,1,15,49,44,0,0,73,7.1
600,143385,1,15,49,45,0,0,72,7.1
601,143386,1,15,49,46,0,0,73,7.1
602,143387,1,15,49,47,0,0,74,7.1
603,143388,1,15,49,48,0,0,72,7.1
604,143389,1,15,49,49,0,0,73,7.1
