INDEX,Idx,D,H,M,S,PIR,TILT,GAS,DIST
59,65224,0,18,7,4,0,0,203,8.17
60,65225,0,18,7,5,0,0,199,8.17
61,65226,0,18,7,6,0,0,198,8.17
62,65227,0,18,7,7,0,0,195,8.17
63,65228,0,18,7,8,0,0,193,8.17
64,65229,0,18,7,9,0,0,190,8.17
65,65230,0,18,7,10,1,0,189,8.17
66,65231,0,18,7,11,1,0,187,8.17
67,65232,0,18,7,12,0,0,185,8.17
68,65233,0,18,7,13,0,0,184,8.17
69,65234,0,18,7,14,0,0,182,8.17
70,65235,0,18,7,15,0,0,181,8.17
71,65236,0,18,7,16,0,0,179,8.17
72,65237,0,18,7,17,0,0,179,8.17
73,65238,0,18,7,18,0,0,176,8.17
74,65239,0,18,7,19,0,0,175,8.17
75,65240,0,18,7,20,0,0,174,8.15
76,65241,0,18,7,21,0,0,173,8.17
77,65242,0,18,7,22,0,0,172,8.17
78,65243,0,18,7,23,0,0,170,8.17
79,65244,0,18,7,24,0,0,169,8.17
80,65245,0,18,7,25,0,0,167,8.17
81,65246,0,18,7,26,0,0,168,8.17
82,65247,0,18,7,27,0,0,166,8.17
83,65248,0,18,7,28,0,0,165,8.17
84,65249,0,18,7,29,0,0,165,8.17
85,65250,0,18,7,30,0,0,163,8.17
86,65251,0,18,7,31,0,0,163,8.17
87,65252,0,18,7,32,0,0,162,8.17
88,65253,0,18,7,33,0,0,161,8.17
89,65254,0,18,7,34,1,0,161,8.17
90,65255,0,18,7,35,1,0,160,8.15
91,65256,0,18,7,36,1,0,158,8.17
92,65257,0,18,7,37,1,0,157,8.17
93,65258,0,18,7,38,1,0,157,8.17
94,65259,0,18,7,39,1,0,156,8.17
95,65260,0,18,7,40,1,0,156,8.17
96,65261,0,18,7,41,1,0,154,8.17
97,65262,0,18,7,42,1,0,154,8.17
98,65263,0,18,7,43,1,0,153,8.17
99,65264,0,18,7,44,1,0,153,8.17
100,65265,0,18,7,45,1,0,152,8.17
101,65266,0,18,7,46,1,0,152,8.17
102,65267,0,18,7,47,0,0,152,8.17
103,65268,0,18,7,48,0,0,151,8.17
104,65269,0,18,7,49,0,0,150,8.17
105,65270,0,18,7,50,1,0,148,8.17
106,65271,0,18,7,51,1,0,150,8.17
107,65272,0,18,7,52,1,0,149,8.15
108,65273,0,18,7,53,1,0,148,8.15
109,65274,0,18,7,54,1,0,147,8.17
110,65275,0,18,7,55,1,0,147,8.17
111,65276,0,18,7,56,1,0,147,8.17
112,65277,0,18,7,57,1,0,147,8.17
113,65278,0,18,7,58,0,0,146,8.17
114,65279,0,18,7,59,0,0,145,8.17
115,65280,0,18,8,0,1,0,144,8.17
116,65281,0,18,8,1,1,0,142,8.17
117,65282,0,18,8,2,1,0,143,8.17
118,65283,0,18,8,3,1,0,142,8.17
119,65284,0,18,8,4,1,0,143,8.17
120,65285,0,18,8,5,1,0,142,8.17
121,65286,0,18,8,6,0,0,142,8.17
122,65287,0,18,8,7,0,0,142,8.17
123,65288,0,18,8,8,0,0,140,8.17
124,65289,0,18,8,9,0,0,141,8.17
125,65290,0,18,8,10,0,0,140,8.17
126,65291,0,18,8,11,0,0,140,8.17
127,65292,0,18,8,12,0,0,140,8.17
128,65293,0,18,8,13,0,0,139,8.17
129,65294,0,18,8,14,0,0,140,8.17
130,65295,0,18,8,15,0,0,139,8.17
131,65296,0,18,8,16,0,0,137,8.15
132,65297,0,18,8,17,0,0,138,8.17
133,65298,0,18,8,18,0,0,137,8.17
134,65299,0,18,8,19,0,0,137,8.17
135,65300,0,18,8,20,0,0,136,8.17
136,65301,0,18,8,21,0,0,137,8.17
137,65302,0,18,8,22,0,0,135,8.17
138,65303,0,18,8,23,1,0,136,8.15
139,65304,0,18,8,24,1,0,135,8.15
140,65305,0,18,8,25,1,0,135,8.15
141,65306,0,18,8,26,1,0,135,8.17
142,65307,0,18,8,27,1,0,134,8.17
143,65308,0,18,8,28,1,0,134,8.17
144,65309,0,18,8,29,0,0,135,8.17
145,65310,0,18,8,30,0,0,134,8.15
146,65311,0,18,8,31,0,0,133,8.17
147,65312,0,18,8,32,0,0,133,8.17
148,65313,0,18,8,33,0,0,133,8.15
149,65314,0,18,8,34,0,0,132,8.17
150,65315,0,18,8,35,0,0,132,8.17
151,65316,0,18,8,36,0,0,131,8.17
152,65317,0,18,8,37,0,0,130,8.17
153,65318,0,18,8,38,0,0,131,8.17
154,65319,0,18,8,39,0,0,131,8.17
155,65320,0,18,8,40,0,0,130,8.17
156,65321,0,18,8,41,0,0,129,8.17
157,65322,0,18,8,42,0,0,128,8.17
158,65323,0,18,8,43,0,0,129,8.15
159,65324,0,18,8,44,0,0,129,8.17
160,65325,0,18,8,45,0,0,128,8.17
161,65326,0,18,8,46,0,0,129,8.17
162,65327,0,18,8,47,0,0,128,8.17
163,65328,0,18,8,48,0,0,127,8.15
164,65329,0,18,8,49,0,0,127,8.15
165,65330,0,18,8,50,0,0,126,8.15
166,65331,0,18,8,51,0,0,127,8.15
167,65332,0,18,8,52,0,0,126,8.15
168,65333,0,18,8,53,0,0,126,8.17
169,65334,0,18,8,54,0,0,125,8.15
170,65335,0,18,8,55,0,0,125,8.17
171,65336,0,18,8,56,0,0,126,8.17
172,65337,0,18,8,57,0,0,124,8.15
173,65338,0,18,8,58,0,0,124,8.15
174,65339,0,18,8,59,0,0,124,8.17
175,65340,0,18,9,0,0,0,123,8.17
176,65341,0,18,9,1,0,0,122,8.17
177,65342,0,18,9,2,0,0,124,8.17
178,65343,0,18,9,3,0,0,123,8.17
179,65344,0,18,9,4,0,0,123,8.17
180,65412,0,18,10,12,1,0,14,7.62
181,65413,0,18,10,13,1,0,20,8.17
182,65414,0,18,10,14,1,0,33,8.17
183,65415,0,18,10,15,1,0,57,8.17
184,65416,0,18,10,16,1,0,96,8.17
185,65417,0,18,10,17,1,0,144,8.17
186,65418,0,18,10,18,0,0,195,8.17
187,65419,0,18,10,19,0,0,235,8.17
188,65420,0,18,10,20,0,0,262,8.17
189,65421,0,18,10,21,0,0,275,8.17
190,65422,0,18,10,22,0,0,278,8.17
191,65423,0,18,10,23,0,0,271,8.17
192,65424,0,18,10,24,0,0,260,8.17
193,65425,0,18,10,25,0,0,245,8.17
194,65426,0,18,10,26,0,0,229,8.17
195,65427,0,18,10,27,0,0,216,8.17
196,65428,0,18,10,28,0,0,203,8.17
197,65429,0,18,10,29,0,0,192,8.17
198,65430,0,18,10,30,0,0,182,8.17
199,65431,0,18,10,31,0,0,174,8.17
200,65432,0,18,10,32,0,0,168,8.17
201,65433,0,18,10,33,0,0,163,8.17
202,65434,0,18,10,34,0,0,158,8.17
203,65435,0,18,10,35,0,0,154,8.17
204,65436,0,18,10,36,0,0,150,8.17
205,65437,0,18,10,37,0,0,147,8.17
206,65438,0,18,10,38,0,0,145,8.17
207,65439,0,18,10,39,0,0,142,8.17
208,65440,0,18,10,40,0,0,140,8.17
209,65441,0,18,10,41,0,0,138,8.17
210,65442,0,18,10,42,0,0,137,8.17
211,65443,0,18,10,43,0,0,135,8.15
212,65444,0,18,10,44,0,0,133,8.17
213,65445,0,18,10,45,0,0,132,8.15
214,65446,0,18,10,46,0,0,132,8.15
215,65447,0,18,10,47,0,0,130,8.17
216,65448,0,18,10,48,0,0,129,8.17
217,65449,0,18,10,49,0,0,129,8.17
218,65450,0,18,10,50,0,0,127,8.17
219,65451,0,18,10,51,0,0,127,8.17
220,65452,0,18,10,52,0,0,126,8.17
221,65453,0,18,10,53,0,0,126,8.17
222,65454,0,18,10,54,0,0,124,8.15
223,65455,0,18,10,55,0,0,123,8.17
224,65456,0,18,10,56,0,0,124,8.17
225,65457,0,18,10,57,0,0,124,8.17
226,65458,0,18,10,58,0,0,123,8.17
227,65459,0,18,10,59,0,0,122,8.17
228,65460,0,18,11,0,0,0,121,8.17
229,65461,0,18,11,1,0,0,122,8.17
230,65462,0,18,11,2,0,0,121,8.17
231,65463,0,18,11,3,0,0,121,8.19
232,65464,0,18,11,4,0,0,120,8.15
233,65465,0,18,11,5,0,0,118,8.17
234,65466,0,18,11,6,0,0,119,8.15
235,65467,0,18,11,7,0,0,119,8.17
236,65468,0,18,11,8,0,0,118,8.17
237,65469,0,18,11,9,0,0,118,8.17
238,65470,0,18,11,10,0,0,118,8.15
239,65471,0,18,11,11,0,0,118,8.17
240,65472,0,18,11,12,0,0,117,8.17
241,65473,0,18,11,13,0,0,117,8.17
242,65474,0,18,11,14,0,0,117,8.17
243,65475,0,18,11,15,0,0,116,8.17
244,65476,0,18,11,16,1,0,115,8.17
245,65477,0,18,11,17,1,0,115,8.17
246,65478,0,18,11,18,1,0,116,8.15
247,65479,0,18,11,19,1,0,116,8.17
248,65480,0,18,11,20,1,0,115,8.15
249,65481,0,18,11,21,1,0,115,8.17
250,65482,0,18,11,22,1,0,115,8.17
251,65483,0,18,11,23,0,0,115,8.17
252,65484,0,18,11,24,0,0,113,8.17
253,65485,0,18,11,25,0,0,113,8.17
254,65486,0,18,11,26,0,0,113,8.17
255,65487,0,18,11,27,0,0,113,8.17
256,65488,0,18,11,28,0,0,112,8.15
257,65489,0,18,11,29,0,0,113,8.17
258,65490,0,18,11,30,0,0,113,8.15
259,65491,0,18,11,31,0,0,112,8.17
260,65492,0,18,11,32,0,0,112,8.17
261,65493,0,18,11,33,0,0,112,8.17
262,65494,0,18,11,34,0,0,111,8.17
263,65495,0,18,11,35,0,0,111,8.17
264,65496,0,18,11,36,0,0,111,8.17
265,65497,0,18,11,37,0,0,110,8.17
266,65498,0,18,11,38,0,0,110,8.17
267,65499,0,18,11,39,0,0,110,8.17
268,65500,0,18,11,40,0,0,108,8.17
269,65501,0,18,11,41,1,0,109,8.17
270,65502,0,18,11,42,1,0,110,8.17
271,65503,0,18,11,43,1,0,108,8.15
272,65504,0,18,11,44,1,0,108,8.17
273,65505,0,18,11,45,1,0,109,8.17
274,65506,0,18,11,46,1,0,108,8.15
275,65507,0,18,11,47,1,0,109,8.17
276,65508,0,18,11,48,0,0,108,8.17
277,65509,0,18,11,49,0,0,108,8.17
278,65510,0,18,11,50,0,0,108,8.17
279,65511,0,18,11,51,0,0,107,8.15
280,65512,0,18,11,52,0,0,107,8.17
281,65513,0,18,11,53,0,0,107,8.17
282,65514,0,18,11,54,0,0,106,8.15
283,65515,0,18,11,55,0,0,107,8.17
284,65516,0,18,11,56,0,0,106,8.17
285,65517,0,18,11,57,0,0,106,8.17
286,65518,0,18,11,58,0,0,106,8.17
287,65519,0,18,11,59,0,0,106,8.17
288,65520,0,18,12,0,0,0,106,8.17
289,65521,0,18,12,1,0,0,105,8.17
290,65522,0,18,12,2,0,0,105,8.17
291,65523,0,18,12,3,0,0,105,8.17
292,65524,0,18,12,4,0,0,106,8.17
293,65525,0,18,12,5,0,0,104,8.15
294,65526,0,18,12,6,0,0,106,8.15
295,65527,0,18,12,7,0,0,105,8.15
296,65528,0,18,12,8,0,0,105,8.17
297,65529,0,18,12,9,0,0,106,8.15
298,65530,0,18,12,10,0,0,105,8.17
299,65531,0,18,12,11,0,0,104,8.17
300,65532,0,18,12,12,0,0,105,8.17
301,65533,0,18,12,13,0,0,105,8.17
302,65534,0,18,12,14,0,0,104,8.17
303,65535,0,18,12,15,0,0,105,8.17
304,65536,0,18,12,16,0,0,105,8.15
305,65537,0,18,12,17,0,0,105,8.15
306,65538,0,18,12,18,0,0,104,8.15
307,65539,0,18,12,19,0,0,105,8.17
308,65540,0,18,12,20,0,0,105,8.15
309,65541,0,18,12,21,0,0,105,8.15
310,65542,0,18,12,22,0,0,104,8.17
311,65543,0,18,12,23,0,0,105,8.17
312,65544,0,18,12,24,0,0,104,8.17
313,65545,0,18,12,25,0,0,103,8.17
314,65546,0,18,12,26,0,0,104,8.17
315,65547,0,18,12,27,0,0,104,8.17
316,65548,0,18,12,28,0,0,104,8.17
317,65549,0,18,12,29,0,0,103,8.17
318,65550,0,18,12,30,0,0,103,8.15
319,65551,0,18,12,31,0,0,103,8.15
320,65552,0,18,12,32,0,0,103,8.17
321,65553,0,18,12,33,0,0,103,8.15
322,65554,0,18,12,34,0,0,102,8.17
323,65555,0,18,12,35,0,0,103,8.15
324,65556,0,18,12,36,0,0,102,8.17
325,65557,0,18,12,37,0,0,102,8.17
326,65558,0,18,12,38,0,0,103,8.17
327,65559,0,18,12,39,0,0,102,8.17
328,65560,0,18,12,40,0,0,103,8.15
329,65561,0,18,12,41,0,0,102,8.15
330,65562,0,18,12,42,0,0,102,8.15
331,65563,0,18,12,43,0,0,103,8.15
332,65564,0,18,12,44,0,0,103,8.15
333,65565,0,18,12,45,0,0,103,8.15
334,65566,0,18,12,46,0,0,102,8.17
335,65567,0,18,12,47,0,0,102,8.17
336,65568,0,18,12,48,0,0,101,8.17
337,65569,0,18,12,49,0,0,102,8.17
338,65570,0,18,12,50,0,0,102,8.17
339,65571,0,18,12,51,0,0,102,8.17
340,65572,0,18,12,52,0,0,102,8.17
341,65573,0,18,12,53,0,0,102,8.15
342,65574,0,18,12,54,0,0,103,8.15
343,65575,0,18,12,55,0,0,103,8.15
344,65576,0,18,12,56,0,0,102,8.15
345,65577,0,18,12,57,0,0,103,8.15
346,65578,0,18,12,58,0,0,102,8.17
347,65579,0,18,12,59,0,0,102,8.17
348,65580,0,18,13,0,0,0,102,8.17
349,65581,0,18,13,1,0,0,101,8.15
350,65582,0,18,13,2,0,0,101,8.17
351,65583,0,18,13,3,0,0,101,8.17
352,65584,0,18,13,4,0,0,102,8.17
353,65585,0,18,13,5,0,0,101,8.15
354,65586,0,18,13,6,0,0,101,8.15
355,65587,0,18,13,7,0,0,102,8.15
356,65588,0,18,13,8,0,0,101,8.17
357,65589,0,18,13,9,0,0,102,8.15
358,65590,0,18,13,10,0,0,101,8.15
359,65591,0,18,13,11,0,0,101,8.17
360,66027,0,18,20,27,1,0,30,7.6
361,66028,0,18,20,28,1,0,56,8.19
362,66029,0,18,20,29,1,0,92,8.17
363,66030,0,18,20,30,1,0,139,8.19
364,66031,0,18,20,31,1,0,206,8.19
365,66032,0,18,20,32,1,0,283,8.17
366,66033,0,18,20,33,1,0,351,8.17
367,66034,0,18,20,34,0,0,394,8.17
368,66035,0,18,20,35,0,0,412,8.19
369,66036,0,18,20,36,0,0,413,8.17
370,66037,0,18,20,37,0,0,400,8.17
371,66038,0,18,20,38,0,0,378,8.17
372,66039,0,18,20,39,0,0,351,8.19
373,66040,0,18,20,40,0,0,324,8.17
374,66041,0,18,20,41,0,0,296,8.17
375,66042,0,18,20,42,0,0,270,8.19
376,66043,0,18,20,43,0,0,245,8.17
377,66044,0,18,20,44,0,0,228,8.17
378,66045,0,18,20,45,0,0,212,8.17
379,66046,0,18,20,46,0,0,199,8.17
380,66047,0,18,20,47,0,0,189,8.17
381,66048,0,18,20,48,0,0,181,8.17
382,66049,0,18,20,49,0,0,173,8.17
383,66050,0,18,20,50,0,0,168,8.17
384,66051,0,18,20,51,0,0,162,8.19
385,66052,0,18,20,52,0,0,158,8.17
386,66053,0,18,20,53,0,0,153,8.17
387,66054,0,18,20,54,0,0,151,8.17
388,66055,0,18,20,55,0,0,147,8.17
389,66056,0,18,20,56,0,0,145,8.17
390,66057,0,18,20,57,0,0,143,8.19
391,66058,0,18,20,58,0,0,140,8.17
392,66059,0,18,20,59,0,0,139,8.17
393,66060,0,18,21,0,0,0,136,8.17
394,66061,0,18,21,1,0,0,133,8.17
395,66062,0,18,21,2,0,0,132,8.17
396,66063,0,18,21,3,0,0,131,8.17
397,66064,0,18,21,4,0,0,129,8.17
398,66065,0,18,21,5,0,0,128,8.17
399,66066,0,18,21,6,0,0,126,8.17
400,66067,0,18,21,7,0,0,126,8.17
401,66068,0,18,21,8,0,0,123,8.17
402,66069,0,18,21,9,0,0,122,8.17
403,66070,0,18,21,10,0,0,122,8.17
404,66071,0,18,21,11,0,0,120,8.17
405,66072,0,18,21,12,0,0,120,8.17
406,66073,0,18,21,13,0,0,119,8.17
407,66074,0,18,21,14,0,0,118,8.17
408,66075,0,18,21,15,0,0,117,8.19
409,66076,0,18,21,16,0,0,115,8.17
410,66077,0,18,21,17,0,0,115,8.17
411,66078,0,18,21,18,0,0,115,8.17
412,66079,0,18,21,19,0,0,114,8.19
413,66080,0,18,21,20,0,0,112,8.19
414,66081,0,18,21,21,0,0,113,8.17
415,66082,0,18,21,22,0,0,112,8.17
416,66083,0,18,21,23,0,0,111,8.17
417,66084,0,18,21,24,0,0,111,8.17
418,66085,0,18,21,25,0,0,109,8.19
419,66086,0,18,21,26,0,0,109,8.17
420,66087,0,18,21,27,0,0,109,8.17
421,66088,0,18,21,28,0,0,109,8.17
422,66089,0,18,21,29,0,0,108,8.19
423,66090,0,18,21,30,0,0,107,8.17
424,66091,0,18,21,31,0,0,107,8.19
425,66092,0,18,21,32,0,0,107,8.17
426,66093,0,18,21,33,0,0,106,8.17
427,66094,0,18,21,34,0,0,106,8.17
428,66095,0,18,21,35,0,0,105,8.19
429,66096,0,18,21,36,0,0,105,8.17
430,66097,0,18,21,37,0,0,105,8.17
431,66098,0,18,21,38,0,0,104,8.17
432,66099,0,18,21,39,0,0,104,8.17
433,66100,0,18,21,40,0,0,104,8.17
434,66101,0,18,21,41,0,0,103,8.19
435,66102,0,18,21,42,0,0,103,8.17
436,66103,0,18,21,43,0,0,103,8.17
437,66104,0,18,21,44,0,0,102,8.17
438,66105,0,18,21,45,0,0,102,8.17
439,66106,0,18,21,46,0,0,102,8.17
440,66107,0,18,21,47,0,0,101,8.17
441,66108,0,18,21,48,0,0,102,8.17
442,66109,0,18,21,49,0,0,101,8.17
443,66110,0,18,21,50,0,0,101,8.17
444,66111,0,18,21,51,0,0,101,8.17
445,66112,0,18,21,52,0,0,101,8.17
446,66113,0,18,21,53,0,0,101,8.17
447,66114,0,18,21,54,0,0,101,8.17
448,66115,0,18,21,55,0,0,101,8.17
449,66116,0,18,21,56,0,0,101,8.17
450,66117,0,18,21,57,0,0,101,8.17
451,66118,0,18,21,58,0,0,99,8.17
452,66119,0,18,21,59,0,0,99,8.17
453,66120,0,18,22,0,0,0,100,8.17
454,66121,0,18,22,1,0,0,99,8.17
455,66122,0,18,22,2,0,0,99,8.17
456,66123,0,18,22,3,0,0,98,8.17
457,66124,0,18,22,4,0,0,99,8.17
458,66125,0,18,22,5,0,0,99,8.17
459,66126,0,18,22,6,0,0,99,8.17
460,66127,0,18,22,7,0,0,98,8.17
461,66128,0,18,22,8,0,0,99,8.17
462,66129,0,18,22,9,0,0,98,8.17
463,66130,0,18,22,10,0,0,98,8.17
464,66131,0,18,22,11,0,0,98,8.17
465,66132,0,18,22,12,0,0,97,8.17
466,66133,0,18,22,13,0,0,97,8.17
467,66134,0,18,22,14,0,0,98,8.17
468,66135,0,18,22,15,0,0,98,8.17
469,66136,0,18,22,16,0,0,97,8.17
470,66137,0,18,22,17,0,0,98,8.17
471,66138,0,18,22,18,0,0,97,8.17
472,66139,0,18,22,19,0,0,97,8.17
473,66140,0,18,22,20,0,0,96,8.17
474,66141,0,18,22,21,0,0,97,8.17
475,66142,0,18,22,22,0,0,95,8.17
476,66143,0,18,22,23,0,0,97,8.17
477,66144,0,18,22,24,0,0,96,8.17
478,66145,0,18,22,25,0,0,96,8.17
479,66146,0,18,22,26,0,0,96,8.17
480,66147,0,18,22,27,0,0,96,8.17
481,66148,0,18,22,28,0,0,97,8.17
482,66149,0,18,22,29,0,0,96,8.17
483,66150,0,18,22,30,0,0,95,8.17
484,66151,0,18,22,31,0,0,96,8.17
485,66152,0,18,22,32,0,0,96,8.17
486,66153,0,18,22,33,0,0,96,8.17
487,66154,0,18,22,34,0,0,95,8.17
488,66155,0,18,22,35,0,0,96,8.17
489,66156,0,18,22,36,0,0,97,8.17
490,66157,0,18,22,37,0,0,96,8.17
491,66158,0,18,22,38,0,0,95,8.17
492,66159,0,18,22,39,0,0,95,8.17
493,66160,0,18,22,40,0,0,96,8.17
494,66161,0,18,22,41,0,0,97,8.17
495,66162,0,18,22,42,0,0,96,8.17
496,66163,0,18,22,43,0,0,96,8.17
497,66164,0,18,22,44,0,0,94,8.17
498,66165,0,18,22,45,0,0,96,8.17
499,66166,0,18,22,46,0,0,95,8.17
500,66167,0,18,22,47,0,0,96,8.17
501,66168,0,18,22,48,0,0,96,8.17
502,66169,0,18,22,49,0,0,95,8.17
503,66170,0,18,22,50,0,0,95,8.17
504,66171,0,18,22,51,0,0,95,8.17
505,66172,0,18,22,52,0,0,94,8.17
506,66173,0,18,22,53,0,0,96,8.17
507,66174,0,18,22,54,0,0,96,8.17
508,66175,0,18,22,55,0,0,96,8.17
509,66176,0,18,22,56,0,0,95,8.17
510,66177,0,18,22,57,0,0,95,8.17
511,66178,0,18,22,58,0,0,96,8.17
512,66179,0,18,22,59,0,0,96,8.17
513,66180,0,18,23,0,0,0,94,8.17
514,66181,0,18,23,1,0,0,95,8.17
515,66182,0,18,23,2,0,0,95,8.17
516,66183,0,18,23,3,0,0,95,8.17
517,66184,0,18,23,4,0,0,95,8.17
518,66185,0,18,23,5,0,0,95,8.17
519,66186,0,18,23,6,0,0,96,8.17
520,66187,0,18,23,7,0,0,95,8.17
521,66188,0,18,23,8,0,0,94,8.17
522,66189,0,18,23,9,0,0,95,8.17
523,66190,0,18,23,10,0,0,96,8.17
524,66191,0,18,23,11,0,0,95,8.17
525,66192,0,18,23,12,0,0,94,8.17
526,66193,0,18,23,13,0,0,95,8.17
527,66194,0,18,23,14,0,0,95,8.17
528,66195,0,18,23,15,0,0,95,8.17
529,66196,0,18,23,16,0,0,95,8.17
530,66197,0,18,23,17,0,0,94,8.17
531,66198,0,18,23,18,0,0,95,8.17
532,66199,0,18,23,19,0,0,95,8.17
533,66200,0,18,23,20,0,0,94,8.17
534,66201,0,18,23,21,0,0,95,8.17
535,66202,0,18,23,22,0,0,95,8.17
536,66203,0,18,23,23,0,0,94,8.19
537,66204,0,18,23,24,0,0,94,8.17
538,66205,0,18,23,25,0,0,95,8.17
539,66206,0,18,23,26,0,0,94,8.17
540,66280,0,18,24,40,1,0,12,7.58
541,66281,0,18,24,41,1,0,15,8.17
542,66282,0,18,24,42,1,0,20,8.17
543,66283,0,18,24,43,1,0,31,8.17
544,66284,0,18,24,44,1,0,49,8.17
545,66285,0,18,24,45,1,0,75,8.17
546,66286,0,18,24,46,1,0,105,8.17
547,66287,0,18,24,47,1,0,134,8.17
548,66288,0,18,24,48,1,0,159,8.17
549,66289,0,18,24,49,0,0,175,8.17
550,66290,0,18,24,50,0,0,186,8.17
551,66291,0,18,24,51,0,0,188,8.17
552,66292,0,18,24,52,0,0,187,8.17
553,66293,0,18,24,53,0,0,180,8.17
554,66294,0,18,24,54,1,0,172,8.17
555,66295,0,18,24,55,1,0,164,8.17
556,66296,0,18,24,56,0,0,156,8.17
557,66297,0,18,24,57,0,0,148,8.17
558,66298,0,18,24,58,1,0,142,8.17
559,66299,0,18,24,59,1,0,136,8.17
560,66300,0,18,25,0,1,0,132,8.17
561,66301,0,18,25,1,1,0,128,8.19
562,66302,0,18,25,2,1,0,123,8.17
563,66303,0,18,25,3,1,0,121,8.17
564,66304,0,18,25,4,1,0,119,8.19
565,66305,0,18,25,5,1,0,116,8.17
566,66306,0,18,25,6,1,0,114,8.17
567,66307,0,18,25,7,1,0,114,8.17
568,66308,0,18,25,8,0,0,111,8.17
569,66309,0,18,25,9,0,0,111,8.17
570,66310,0,18,25,10,0,0,109,8.17
571,66311,0,18,25,11,1,0,109,8.17
572,66312,0,18,25,12,1,0,107,8.17
573,66313,0,18,25,13,1,0,109,8.17
574,66314,0,18,25,14,1,0,107,8.15
575,66315,0,18,25,15,1,0,105,8.17
576,66316,0,18,25,16,1,0,105,8.15
577,66317,0,18,25,17,1,0,105,8.17
578,66318,0,18,25,18,1,0,106,8.17
579,66319,0,18,25,19,1,0,104,8.17
580,66320,0,18,25,20,1,0,104,8.17
581,66321,0,18,25,21,1,0,104,8.17
582,66322,0,18,25,22,1,0,103,8.17
583,66323,0,18,25,23,1,0,104,8.17
584,66324,0,18,25,24,1,0,102,8.17
585,66325,0,18,25,25,1,0,102,8.17
586,66326,0,18,25,26,1,0,102,8.17
587,66327,0,18,25,27,1,0,102,8.17
588,66328,0,18,25,28,1,0,101,8.17
589,66329,0,18,25,29,0,0,102,8.17
590,66330,0,18,25,30,0,0,101,8.17
591,66331,0,18,25,31,0,0,100,8.17
592,66332,0,18,25,32,0,0,100,8.17
593,66333,0,18,25,33,0,0,100,8.17
594,66334,0,18,25,34,1,0,98,8.17
595,66335,0,18,25,35,1,0,101,8.17
596,66336,0,18,25,36,1,0,100,8.17
597,66337,0,18,25,37,1,0,98,8.15
598,66338,0,18,25,38,1,0,99,8.17
599,66339,0,18,25,39,1,0,99,8.17
600,66340,0,18,25,40,1,0,98,8.17
601,66341,0,18,25,41,0,0,98,8.15
602,66342,0,18,25,42,0,0,97,8.17
603,66343,0,18,25,43,1,0,97,8.15
604,66344,0,18,25,44,1,0,97,8.17
