INDEX,Idx,D,H,M,S,PIR,TILT,GAS,DIST
53,138628,1,14,30,28,0,0,239,7.58
54,138629,1,14,30,29,0,0,235,7.6
55,138630,1,14,30,30,0,0,232,7.58
56,138631,1,14,30,31,0,0,230,7.64
57,138632,1,14,30,32,0,0,226,7.58
58,138633,1,14,30,33,0,0,223,7.6
59,138634,1,14,30,34,0,0,221,7.6
60,138635,1,14,30,35,0,0,218,7.58
61,138636,1,14,30,36,0,0,215,7.58
62,138637,1,14,30,37,0,0,210,7.62
63,138638,1,14,30,38,0,0,210,7.62
64,138639,1,14,30,39,0,0,208,7.6
65,138640,1,14,30,40,0,0,205,7.62
66,138641,1,14,30,41,0,0,203,7.62
67,138642,1,14,30,42,0,0,201,7.62
68,138643,1,14,30,43,0,0,198,7.12
69,138644,1,14,30,44,0,0,195,17.54
70,138645,1,14,30,45,0,0,191,22.77
71,138646,1,14,30,46,0,0,188,24.3
72,138647,1,14,30,47,0,0,186,24.63
73,138648,1,14,30,48,0,0,184,41.05
74,138649,1,14,30,49,0,0,184,88.11
75,138650,1,14,30,50,0,0,181,16.63
76,138651,1,14,30,51,0,0,178,20.92
77,138652,1,14,30,52,0,0,178,22.91
78,138653,1,14,30,53,0,0,176,9.85
79,138654,1,14,30,54,0,0,174,9.79
80,138655,1,14,30,55,0,0,172,18.44
81,138656,1,14,30,56,0,0,172,21.81
82,138657,1,14,30,57,0,0,171,23.36
83,138658,1,14,30,58,0,0,170,24.46
84,138659,1,14,30,59,0,0,170,26.41
85,138660,1,14,31,0,0,0,170,13.25
86,138661,1,14,31,1,0,0,170,15.81
87,138662,1,14,31,2,0,0,169,14.88
88,138663,1,14,31,3,0,0,169,15.74
89,138664,1,14,31,4,0,0,167,13.88
90,138665,1,14,31,5,0,0,168,12.1
91,138666,1,14,31,6,0,0,167,7.87
92,138667,1,14,31,7,0,0,167,7.07
93,138668,1,14,31,8,0,0,166,8.31
94,138669,1,14,31,9,0,0,167,7.06
95,138670,1,14,31,10,0,0,165,5.45
96,138671,1,14,31,11,0,0,165,7.64
97,138672,1,14,31,12,0,0,164,7.01
98,138673,1,14,31,13,0,0,163,6.37
99,138674,1,14,31,14,0,0,163,7.89
100,138675,1,14,31,15,0,1,161,7.76
101,138676,1,14,31,16,0,1,161,5.56
102,138677,1,14,31,17,0,1,160,7.03
103,138678,1,14,31,18,0,1,160,9.5
104,138679,1,14,31,19,0,1,160,7.81
105,138680,1,14,31,20,0,1,159,8.0
106,138681,1,14,31,21,0,0,159,7.37
107,138682,1,14,31,22,0,1,158,11.27
108,138683,1,14,31,23,0,0,157,7.26
109,138684,1,14,31,24,0,0,156,12.31
110,138685,1,14,31,25,0,1,155,5.09
111,138686,1,14,31,26,0,0,155,5.67
112,138687,1,14,31,27,0,0,154,12.31
113,138688,1,14,31,28,0,0,153,12.72
114,138689,1,14,31,29,1,1,153,17.89
115,138690,1,14,31,30,1,0,153,11.81
116,138691,1,14,31,31,0,0,152,4.41
117,138692,1,14,31,32,0,0,150,12.18
118,138693,1,14,31,33,0,0,149,10.29
119,138694,1,14,31,34,1,0,150,8.04
120,138695,1,14,31,35,1,0,150,9.19
121,138696,1,14,31,36,1,0,150,9.42
122,138697,1,14,31,37,1,0,150,9.14
123,138698,1,14,31,38,1,0,150,8.79
124,138699,1,14,31,39,1,0,148,8.81
125,138700,1,14,31,40,1,0,150,8.79
126,138701,1,14,31,41,1,0,149,8.83
127,138702,1,14,31,42,1,0,148,8.79
128,138703,1,14,31,43,1,0,150,8.81
129,138704,1,14,31,44,1,0,150,8.81
130,138705,1,14,31,45,1,0,150,8.79
131,138706,1,14,31,46,1,0,149,8.81
132,138707,1,14,31,47,1,0,149,8.79
133,138708,1,14,31,48,1,0,149,8.81
134,138709,1,14,31,49,1,0,149,8.9
135,138710,1,14,31,50,1,0,148,8.92
136,138711,1,14,31,51,1,0,148,8.9
137,138712,1,14,31,52,1,0,146,8.9
138,138713,1,14,31,53,1,0,148,8.9
139,138714,1,14,31,54,1,0,148,8.9
140,138715,1,14,31,55,0,0,147,8.9
141,138716,1,14,31,56,0,0,147,8.9
142,138717,1,14,31,57,0,0,147,8.9
143,138718,1,14,31,58,0,0,146,8.92
144,138719,1,14,31,59,0,0,146,8.92
145,138720,1,14,32,0,0,0,146,8.88
146,138721,1,14,32,1,0,0,144,8.92
147,138722,1,14,32,2,0,0,145,8.92
148,138723,1,14,32,3,0,0,146,8.92
149,138724,1,14,32,4,0,0,145,8.92
150,138725,1,14,32,5,0,0,145,8.9
151,138726,1,14,32,6,0,0,145,8.92
152,138727,1,14,32,7,0,0,143,8.92
153,138728,1,14,32,8,0,0,144,8.92
154,138729,1,14,32,9,0,0,144,8.92
155,138730,1,14,32,10,0,0,143,8.95
156,138731,1,14,32,11,0,0,144,8.95
157,138732,1,14,32,12,0,0,143,8.95
158,138733,1,14,32,13,0,0,144,8.92
159,138734,1,14,32,14,0,0,143,8.92
160,138735,1,14,32,15,0,0,141,8.95
161,138736,1,14,32,16,0,0,143,8.92
162,138737,1,14,32,17,0,0,142,8.92
163,138738,1,14,32,18,0,0,142,8.95
164,138739,1,14,32,19,0,0,143,8.95
165,138740,1,14,32,20,0,0,141,8.92
166,138741,1,14,32,21,0,0,141,8.95
167,138742,1,14,32,22,0,0,142,8.92
168,138743,1,14,32,23,0,0,142,8.95
169,138744,1,14,32,24,0,0,141,8.95
170,138745,1,14,32,25,0,0,140,8.95
171,138746,1,14,32,26,0,0,140,8.95
172,138747,1,14,32,27,0,0,140,8.95
173,138748,1,14,32,28,0,0,139,8.92
174,138749,1,14,32,29,0,0,139,8.95
175,138750,1,14,32,30,0,0,139,8.95
176,138751,1,14,32,31,0,0,139,8.97
177,138752,1,14,32,32,0,0,138,8.95
178,138753,1,14,32,33,0,0,138,8.95
179,138754,1,14,32,34,0,0,137,8.97
180,138905,1,14,35,5,1,0,40,8.39
181,138906,1,14,35,6,1,0,103,9.11
182,138907,1,14,35,7,0,0,178,9.11
183,138908,1,14,35,8,0,0,310,9.11
184,138909,1,14,35,9,0,0,426,9.09
185,138910,1,14,35,10,0,0,500,9.11
186,138911,1,14,35,11,0,0,539,9.14
187,138912,1,14,35,12,0,0,547,9.11
188,138913,1,14,35,13,0,0,532,9.14
189,138914,1,14,35,14,0,0,501,9.11
190,138915,1,14,35,15,0,0,460,9.14
191,138916,1,14,35,16,0,0,417,9.14
192,138917,1,14,35,17,0,0,377,9.16
193,138918,1,14,35,18,0,0,343,9.16
194,138919,1,14,35,19,0,0,313,9.16
195,138920,1,14,35,20,0,0,289,9.21
196,138921,1,14,35,21,0,0,270,9.21
197,138922,1,14,35,22,0,0,254,9.19
198,138923,1,14,35,23,0,0,241,9.19
199,138924,1,14,35,24,0,0,230,9.19
200,138925,1,14,35,25,0,0,222,9.21
201,138926,1,14,35,26,0,0,214,9.21
202,138927,1,14,35,27,0,0,207,9.19
203,138928,1,14,35,28,0,0,202,9.21
204,138929,1,14,35,29,0,0,196,9.21
205,138930,1,14,35,30,0,0,191,9.21
206,138931,1,14,35,31,0,0,185,9.21
207,138932,1,14,35,32,0,0,182,9.21
208,138933,1,14,35,33,0,0,178,9.21
209,138934,1,14,35,34,0,0,175,9.16
210,138935,1,14,35,35,0,0,172,9.21
211,138936,1,14,35,36,0,0,168,9.21
212,138937,1,14,35,37,1,0,165,9.19
213,138938,1,14,35,38,1,0,163,9.19
214,138939,1,14,35,39,1,0,161,9.19
215,138940,1,14,35,40,0,0,158,9.21
216,138941,1,14,35,41,0,0,156,9.21
217,138942,1,14,35,42,0,0,151,9.19
218,138943,1,14,35,43,0,0,153,9.21
219,138944,1,14,35,44,0,0,150,9.19
220,138945,1,14,35,45,1,0,148,9.19
221,138946,1,14,35,46,1,0,147,9.21
222,138947,1,14,35,47,1,0,145,9.19
223,138948,1,14,35,48,0,0,143,9.19
224,138949,1,14,35,49,0,0,142,9.21
225,138950,1,14,35,50,0,0,141,9.19
226,138951,1,14,35,51,0,0,139,9.21
227,138952,1,14,35,52,1,0,138,9.19
228,138953,1,14,35,53,1,0,137,9.21
229,138954,1,14,35,54,1,0,137,9.21
230,138955,1,14,35,55,1,0,136,9.21
231,138956,1,14,35,56,1,0,135,9.21
232,138957,1,14,35,57,0,0,135,9.19
233,138958,1,14,35,58,0,0,134,9.21
234,138959,1,14,35,59,0,0,134,9.19
235,138960,1,14,36,0,0,0,133,9.21
236,138961,1,14,36,1,0,0,133,9.21
237,138962,1,14,36,2,0,0,132,9.19
238,138963,1,14,36,3,0,0,132,9.19
239,138964,1,14,36,4,0,0,131,9.21
240,138965,1,14,36,5,0,0,131,9.19
241,138966,1,14,36,6,0,0,131,9.21
242,138967,1,14,36,7,0,0,130,9.21
243,138968,1,14,36,8,0,0,130,9.21
244,138969,1,14,36,9,0,0,131,9.19
245,138970,1,14,36,10,0,0,130,9.19
246,138971,1,14,36,11,0,0,130,9.19
247,138972,1,14,36,12,0,0,128,9.19
248,138973,1,14,36,13,0,0,129,9.21
249,138974,1,14,36,14,0,0,128,9.19
250,138975,1,14,36,15,0,0,127,9.21
251,138976,1,14,36,16,0,0,126,9.19
252,138977,1,14,36,17,0,0,126,9.21
253,138978,1,14,36,18,0,0,126,9.21
254,138979,1,14,36,19,0,0,125,9.21
255,138980,1,14,36,20,0,0,125,9.21
256,138981,1,14,36,21,0,0,124,9.19
257,138982,1,14,36,22,0,0,123,9.19
258,138983,1,14,36,23,0,0,123,9.19
259,138984,1,14,36,24,0,0,123,9.21
260,138985,1,14,36,25,0,0,122,9.21
261,138986,1,14,36,26,0,0,123,9.19
262,138987,1,14,36,27,0,0,122,9.19
263,138988,1,14,36,28,0,0,121,9.21
264,138989,1,14,36,29,0,0,122,9.21
265,138990,1,14,36,30,0,0,120,9.21
266,138991,1,14,36,31,1,0,121,9.21
267,138992,1,14,36,32,1,0,120,9.19
268,138993,1,14,36,33,1,0,119,9.21
269,138994,1,14,36,34,1,0,118,9.21
270,138995,1,14,36,35,1,0,119,9.19
271,138996,1,14,36,36,1,0,118,9.21
272,138997,1,14,36,37,1,0,116,9.21
273,138998,1,14,36,38,1,0,116,9.21
274,138999,1,14,36,39,1,0,116,9.21
275,139000,1,14,36,40,1,0,117,9.21
276,139001,1,14,36,41,1,0,117,9.21
277,139002,1,14,36,42,1,0,116,9.21
278,139003,1,14,36,43,1,0,116,9.19
279,139004,1,14,36,44,1,0,116,9.21
280,139005,1,14,36,45,1,0,116,9.21
281,139006,1,14,36,46,1,0,115,9.19
282,139007,1,14,36,47,1,0,116,9.21
283,139008,1,14,36,48,1,0,114,9.19
284,139009,1,14,36,49,1,0,115,9.21
285,139010,1,14,36,50,1,0,114,9.21
286,139011,1,14,36,51,1,0,115,9.21
287,139012,1,14,36,52,1,0,115,9.21
288,139013,1,14,36,53,1,0,114,9.21
289,139014,1,14,36,54,1,0,115,9.19
290,139015,1,14,36,55,1,0,114,9.19
291,139016,1,14,36,56,1,0,114,9.21
292,139017,1,14,36,57,1,0,114,9.21
293,139018,1,14,36,58,0,0,114,9.21
294,139019,1,14,36,59,0,0,114,9.19
295,139020,1,14,37,0,0,0,114,9.21
296,139021,1,14,37,1,1,0,113,9.21
297,139022,1,14,37,2,1,0,114,9.21
298,139023,1,14,37,3,1,0,112,9.21
299,139024,1,14,37,4,1,0,113,9.21
300,139025,1,14,37,5,1,0,113,9.21
301,139026,1,14,37,6,0,0,113,9.19
302,139027,1,14,37,7,0,0,113,9.21
303,139028,1,14,37,8,0,0,113,9.21
304,139029,1,14,37,9,0,0,112,9.21
305,139030,1,14,37,10,0,0,112,9.21
306,139031,1,14,37,11,0,0,111,9.19
307,139032,1,14,37,12,0,0,111,9.21
308,139033,1,14,37,13,0,0,111,9.21
309,139034,1,14,37,14,0,0,111,9.21
310,139035,1,14,37,15,1,0,110,9.21
311,139036,1,14,37,16,1,0,110,9.21
312,139037,1,14,37,17,1,0,111,9.19
313,139038,1,14,37,18,0,0,110,9.21
314,139039,1,14,37,19,0,0,111,9.21
315,139040,1,14,37,20,0,0,110,9.19
316,139041,1,14,37,21,0,0,111,9.19
317,139042,1,14,37,22,0,0,111,9.19
318,139043,1,14,37,23,0,0,112,9.19
319,139044,1,14,37,24,0,0,111,9.21
320,139045,1,14,37,25,0,0,112,9.19
321,139046,1,14,37,26,0,0,113,9.21
322,139047,1,14,37,27,0,0,111,9.21
323,139048,1,14,37,28,0,0,112,9.21
324,139049,1,14,37,29,0,0,110,9.21
325,139050,1,14,37,30,0,0,111,9.21
326,139051,1,14,37,31,0,0,109,9.19
327,139052,1,14,37,32,0,0,111,9.19
328,139053,1,14,37,33,1,0,111,9.21
329,139054,1,14,37,34,1,0,111,9.21
330,139055,1,14,37,35,0,0,110,9.19
331,139056,1,14,37,36,0,0,110,9.21
332,139057,1,14,37,37,0,0,110,9.21
333,139058,1,14,37,38,0,0,110,9.21
334,139059,1,14,37,39,0,0,110,9.21
335,139060,1,14,37,40,0,0,109,9.19
336,139061,1,14,37,41,0,0,109,9.21
337,139062,1,14,37,42,0,0,110,9.21
338,139063,1,14,37,43,0,0,110,9.21
339,139064,1,14,37,44,0,0,110,9.21
340,139065,1,14,37,45,0,0,110,9.21
341,139066,1,14,37,46,0,0,109,9.19
342,139067,1,14,37,47,0,0,110,9.19
343,139068,1,14,37,48,0,0,110,9.19
344,139069,1,14,37,49,0,0,110,9.19
345,139070,1,14,37,50,0,0,110,9.21
346,139071,1,14,37,51,0,0,110,9.21
347,139072,1,14,37,52,0,0,110,9.21
348,139073,1,14,37,53,0,0,109,9.21
349,139074,1,14,37,54,0,0,110,9.21
350,139075,1,14,37,55,0,0,110,9.21
351,139076,1,14,37,56,0,0,110,9.19
352,139077,1,14,37,57,0,0,110,9.21
353,139078,1,14,37,58,1,0,109,9.21
354,139079,1,14,37,59,1,0,110,9.21
355,139080,1,14,38,0,1,0,110,9.21
356,139081,1,14,38,1,1,0,109,9.19
357,139082,1,14,38,2,1,0,110,9.19
358,139083,1,14,38,3,1,0,109,9.21
359,139084,1,14,38,4,1,0,110,9.19
360,139085,1,14,38,5,1,0,110,9.21
361,139086,1,14,38,6,1,0,109,9.21
362,139087,1,14,38,7,1,0,109,9.21
363,139088,1,14,38,8,0,0,109,9.21
364,139089,1,14,38,9,0,0,109,9.19
365,139090,1,14,38,10,0,0,108,9.19
366,139091,1,14,38,11,0,0,108,9.21
367,139092,1,14,38,12,0,0,109,9.19
368,139093,1,14,38,13,0,0,108,9.19
369,139094,1,14,38,14,0,0,108,9.19
370,139095,1,14,38,15,0,0,108,9.21
371,139096,1,14,38,16,0,0,108,9.19
372,139097,1,14,38,17,0,0,107,9.19
373,139098,1,14,38,18,0,0,107,9.19
374,139099,1,14,38,19,0,0,107,9.21
375,139100,1,14,38,20,0,0,105,9.16
376,139101,1,14,38,21,0,0,107,9.19
377,139102,1,14,38,22,0,0,108,9.21
378,139103,1,14,38,23,0,0,107,9.21
379,139104,1,14,38,24,0,0,107,9.19
380,139105,1,14,38,25,0,0,107,9.21
381,139106,1,14,38,26,0,0,107,9.19
382,139107,1,14,38,27,0,0,106,9.21
383,139108,1,14,38,28,0,0,106,9.21
384,139109,1,14,38,29,0,0,106,9.21
385,139110,1,14,38,30,0,0,106,9.21
386,139111,1,14,38,31,0,0,106,9.19
387,139112,1,14,38,32,0,0,105,9.19
388,139113,1,14,38,33,0,0,105,9.21
389,139114,1,14,38,34,0,0,105,9.21
390,139115,1,14,38,35,0,0,104,9.19
391,139116,1,14,38,36,0,0,105,9.21
392,139117,1,14,38,37,0,0,104,9.21
393,139118,1,14,38,38,0,0,104,9.21
394,139119,1,14,38,39,0,0,104,9.19
395,139120,1,14,38,40,0,0,104,9.19
396,139121,1,14,38,41,0,0,104,9.21
397,139122,1,14,38,42,0,0,104,9.19
398,139123,1,14,38,43,0,0,103,9.21
399,139124,1,14,38,44,0,0,103,9.21
400,139125,1,14,38,45,0,0,103,9.19
401,139126,1,14,38,46,0,0,103,9.21
402,139127,1,14,38,47,0,0,103,9.21
403,139128,1,14,38,48,0,0,102,9.21
404,139129,1,14,38,49,0,0,103,9.21
405,139130,1,14,38,50,0,0,102,9.21
406,139131,1,14,38,51,0,0,102,9.19
407,139132,1,14,38,52,0,0,102,9.19
408,139133,1,14,38,53,0,0,102,9.21
409,139134,1,14,38,54,0,0,102,9.21
410,139135,1,14,38,55,0,0,101,9.19
411,139136,1,14,38,56,0,0,101,9.19
412,139137,1,14,38,57,0,0,102,9.21
413,139138,1,14,38,58,0,0,102,9.21
414,139139,1,14,38,59,0,0,101,9.19
415,139140,1,14,39,0,0,0,101,9.21
416,139141,1,14,39,1,0,0,101,9.19
417,139142,1,14,39,2,0,0,101,9.21
418,139143,1,14,39,3,0,0,100,9.19
419,139144,1,14,39,4,0,0,101,9.21
420,139145,1,14,39,5,0,0,100,9.21
421,139146,1,14,39,6,0,0,100,9.21
422,139147,1,14,39,7,0,0,101,9.21
423,139148,1,14,39,8,0,0,99,9.21
424,139149,1,14,39,9,0,0,100,9.19
425,139150,1,14,39,10,0,0,100,9.21
426,139151,1,14,39,11,0,0,100,9.21
427,139152,1,14,39,12,0,0,100,9.21
428,139153,1,14,39,13,0,0,100,9.21
429,139154,1,14,39,14,0,0,101,9.21
430,139155,1,14,39,15,0,0,100,9.21
431,139156,1,14,39,16,0,0,101,9.21
432,139157,1,14,39,17,0,0,100,9.21
433,139158,1,14,39,18,0,0,99,9.21
434,139159,1,14,39,19,0,0,100,9.19
435,139160,1,14,39,20,0,0,99,9.21
436,139161,1,14,39,21,0,0,99,9.21
437,139162,1,14,39,22,0,0,100,9.21
438,139163,1,14,39,23,0,0,100,9.21
439,139164,1,14,39,24,0,0,99,9.21
440,139165,1,14,39,25,0,0,100,9.21
441,139166,1,14,39,26,0,0,100,9.21
442,139167,1,14,39,27,0,0,100,9.21
443,139168,1,14,39,28,0,0,100,9.21
444,139169,1,14,39,29,0,0,99,9.21
445,139170,1,14,39,30,0,0,100,9.21
446,139171,1,14,39,31,0,0,100,9.19
447,139172,1,14,39,32,0,0,100,9.21
448,139173,1,14,39,33,0,0,101,9.19
449,139174,1,14,39,34,0,0,100,9.19
450,139175,1,14,39,35,0,0,100,9.21
451,139176,1,14,39,36,0,0,100,9.21
452,139177,1,14,39,37,0,0,99,9.19
453,139178,1,14,39,38,0,0,99,9.21
454,139179,1,14,39,39,0,0,99,9.21
455,139180,1,14,39,40,0,0,100,9.19
456,139181,1,14,39,41,0,0,99,9.19
457,139182,1,14,39,42,0,0,99,9.21
458,139183,1,14,39,43,0,0,98,9.19
459,139184,1,14,39,44,0,0,99,9.19
460,139185,1,14,39,45,0,0,99,9.21
461,139186,1,14,39,46,0,0,100,9.21
462,139187,1,14,39,47,0,0,99,9.21
463,139188,1,14,39,48,0,0,99,9.21
464,139189,1,14,39,49,0,0,99,9.19
465,139190,1,14,39,50,0,0,99,9.21
466,139191,1,14,39,51,0,0,99,9.21
467,139192,1,14,39,52,0,0,99,9.21
468,139193,1,14,39,53,0,0,99,9.19
469,139194,1,14,39,54,0,0,99,9.21
470,139195,1,14,39,55,0,0,99,9.19
471,139196,1,14,39,56,0,0,99,9.19
472,139197,1,14,39,57,0,0,100,9.21
473,139198,1,14,39,58,0,0,100,9.21
474,139199,1,14,39,59,0,0,99,9.19
475,139200,1,14,40,0,0,0,99,9.21
476,139201,1,14,40,1,0,0,99,9.19
477,139202,1,14,40,2,0,0,100,9.19
478,139203,1,14,40,3,0,0,99,9.21
479,139204,1,14,40,4,0,0,100,9.21
480,139205,1,14,40,5,0,0,100,9.21
481,139206,1,14,40,6,0,0,100,9.21
482,139207,1,14,40,7,0,0,100,9.21
483,139208,1,14,40,8,0,0,100,9.21
484,139209,1,14,40,9,0,0,100,9.21
485,139210,1,14,40,10,0,0,100,9.21
486,139211,1,14,40,11,0,0,100,9.21
487,139212,1,14,40,12,0,0,100,9.21
488,139213,1,14,40,13,0,0,100,9.21
489,139214,1,14,40,14,0,0,101,9.19
490,139215,1,14,40,15,0,0,100,9.21
491,139216,1,14,40,16,0,0,100,9.21
492,139217,1,14,40,17,0,0,99,9.19
493,139218,1,14,40,18,0,0,101,9.21
494,139219,1,14,40,19,0,0,101,9.21
495,139220,1,14,40,20,1,0,100,9.21
496,139221,1,14,40,21,1,0,101,9.19
497,139222,1,14,40,22,1,0,101,9.21
498,139223,1,14,40,23,1,0,101,9.21
499,139224,1,14,40,24,0,0,101,9.21
500,139225,1,14,40,25,0,0,101,9.21
501,139226,1,14,40,26,0,0,100,9.21
502,139227,1,14,40,27,0,0,101,9.19
503,139228,1,14,40,28,0,0,101,9.21
504,139229,1,14,40,29,0,0,101,9.19
505,139230,1,14,40,30,0,0,101,9.19
506,139231,1,14,40,31,0,0,101,9.21
507,139232,1,14,40,32,0,0,100,9.21
508,139233,1,14,40,33,0,0,101,9.19
509,139234,1,14,40,34,0,0,101,9.21
510,139235,1,14,40,35,0,0,101,9.21
511,139236,1,14,40,36,0,0,101,9.21
512,139237,1,14,40,37,0,0,101,9.19
513,139238,1,14,40,38,0,0,100,9.21
514,139239,1,14,40,39,0,0,101,9.19
515,139240,1,14,40,40,0,0,102,9.21
516,139241,1,14,40,41,0,0,102,9.19
517,139242,1,14,40,42,0,0,101,9.19
518,139243,1,14,40,43,0,0,101,9.21
519,139244,1,14,40,44,0,0,101,9.19
520,139245,1,14,40,45,0,0,101,9.21
521,139246,1,14,40,46,0,0,101,9.21
522,139247,1,14,40,47,0,0,101,9.21
523,139248,1,14,40,48,0,0,102,9.21
524,139249,1,14,40,49,0,0,102,9.21
525,139250,1,14,40,50,0,0,101,9.19
526,139251,1,14,40,51,0,0,102,9.21
527,139252,1,14,40,52,0,0,101,9.21
528,139253,1,14,40,53,0,0,101,9.19
529,139254,1,14,40,54,0,0,101,9.21
530,139255,1,14,40,55,0,0,101,9.19
531,139256,1,14,40,56,0,0,102,9.19
532,139257,1,14,40,57,0,0,102,9.21
533,139258,1,14,40,58,0,0,101,9.21
534,139259,1,14,40,59,0,0,100,9.19
535,139260,1,14,41,0,0,0,101,9.21
536,139261,1,14,41,1,0,0,101,9.21
537,139262,1,14,41,2,0,0,101,9.19
538,139263,1,14,41,3,0,0,101,9.21
539,139264,1,14,41,4,0,0,101,9.21
540,139451,1,14,44,11,1,0,21,8.44
541,139452,1,14,44,12,1,0,33,9.21
542,139453,1,14,44,13,1,0,63,9.19
543,139454,1,14,44,14,0,0,122,9.21
544,139455,1,14,44,15,0,0,224,9.21
545,139456,1,14,44,16,0,0,324,9.21
546,139457,1,14,44,17,0,0,406,9.21
547,139458,1,14,44,18,0,0,444,9.21
548,139459,1,14,44,19,0,0,462,9.24
549,139460,1,14,44,20,0,0,450,9.21
550,139461,1,14,44,21,0,0,418,9.21
551,139462,1,14,44,22,0,0,380,9.21
552,139463,1,14,44,23,0,0,341,9.24
553,139464,1,14,44,24,0,0,304,9.21
554,139465,1,14,44,25,0,0,273,9.21
555,139466,1,14,44,26,0,0,248,9.21
556,139467,1,14,44,27,0,0,228,9.21
557,139468,1,14,44,28,0,0,212,9.21
558,139469,1,14,44,29,0,0,197,9.21
559,139470,1,14,44,30,0,0,185,9.21
560,139471,1,14,44,31,0,0,175,9.21
561,139472,1,14,44,32,0,0,167,9.21
562,139473,1,14,44,33,0,0,161,9.21
563,139474,1,14,44,34,0,0,155,9.21
564,139475,1,14,44,35,0,0,150,9.21
565,139476,1,14,44,36,0,0,146,9.21
566,139477,1,14,44,37,0,0,142,9.21
567,139478,1,14,44,38,0,0,139,9.21
568,139479,1,14,44,39,0,0,134,9.21
569,139480,1,14,44,40,0,0,132,9.21
570,139481,1,14,44,41,0,0,129,9.21
571,139482,1,14,44,42,0,0,127,9.21
572,139483,1,14,44,43,0,0,123,9.21
573,139484,1,14,44,44,0,0,122,9.21
574,139485,1,14,44,45,0,0,120,9.21
575,139486,1,14,44,46,0,0,119,9.21
576,139487,1,14,44,47,0,0,117,9.21
577,139488,1,14,44,48,0,0,115,9.21
578,139489,1,14,44,49,0,0,114,9.21
579,139490,1,14,44,50,0,0,113,9.21
580,139491,1,14,44,51,0,0,111,9.21
581,139492,1,14,44,52,0,0,110,9.21
582,139493,1,14,44,53,0,0,109,9.21
583,139494,1,14,44,54,0,0,108,9.21
584,139495,1,14,44,55,0,0,107,9.21
585,139496,1,14,44,56,0,0,107,9.21
586,139497,1,14,44,57,0,0,107,9.21
587,139498,1,14,44,58,0,0,106,9.21
588,139499,1,14,44,59,0,0,105,9.21
589,139500,1,14,45,0,0,0,104,9.21
590,139501,1,14,45,1,0,0,104,9.21
591,139502,1,14,45,2,0,0,104,9.21
592,139503,1,14,45,3,0,0,103,9.24
593,139504,1,14,45,4,0,0,102,9.21
594,139505,1,14,45,5,0,0,101,9.21
595,139506,1,14,45,6,0,0,102,9.21
596,139507,1,14,45,7,0,0,102,9.21
597,139508,1,14,45,8,0,0,101,9.21
598,139509,1,14,45,9,0,0,100,9.21
599,139510,1,14,45,10,0,0,101,9.21
600,139511,1,14,45,11,0,0,100,9.21
601,139512,1,14,45,12,0,0,100,9.21
602,139513,1,14,45,13,0,0,100,9.21
603,139514,1,14,45,14,0,0,99,9.21
604,139515,1,14,45,15,0,0,99,9.21
