INDEX,Idx,D,H,M,S,PIR,TILT,GAS,DIST
376,68717,0,19,5,17,1,0,340,6.7
377,68718,0,19,5,18,1,0,321,6.72
378,68719,0,19,5,19,1,0,301,6.7
379,68720,0,19,5,20,1,0,285,6.72
380,68721,0,19,5,21,1,0,270,6.72
381,68722,0,19,5,22,1,0,256,6.72
382,68723,0,19,5,23,0,0,245,6.72
383,68724,0,19,5,24,0,0,234,6.72
384,68725,0,19,5,25,0,0,226,6.72
385,68726,0,19,5,26,0,0,219,6.72
386,68727,0,19,5,27,0,0,212,6.7
387,68728,0,19,5,28,0,0,207,6.72
388,68729,0,19,5,29,0,0,199,6.72
389,68730,0,19,5,30,0,0,197,6.72
390,68731,0,19,5,31,0,0,194,6.72
391,68732,0,19,5,32,0,0,190,6.72
392,68733,0,19,5,33,0,0,186,6.72
393,68734,0,19,5,34,0,0,184,6.72
394,68735,0,19,5,35,0,0,181,6.72
395,68736,0,19,5,36,0,0,178,6.7
396,68737,0,19,5,37,0,0,175,6.7
397,68738,0,19,5,38,0,0,173,6.72
398,68739,0,19,5,39,0,0,170,6.72
399,68740,0,19,5,40,0,0,165,6.7
400,68741,0,19,5,41,0,0,166,6.72
401,68742,0,19,5,42,0,0,164,6.7
402,68743,0,19,5,43,0,0,160,6.72
403,68744,0,19,5,44,0,0,158,6.72
404,68745,0,19,5,45,0,0,154,6.72
405,68746,0,19,5,46,0,0,154,6.7
406,68747,0,19,5,47,0,0,150,6.7
407,68748,0,19,5,48,0,0,150,6.72
408,68749,0,19,5,49,0,0,147,6.72
409,68750,0,19,5,50,0,0,145,6.72
410,68751,0,19,5,51,0,0,141,6.72
411,68752,0,19,5,52,0,0,141,6.72
412,68753,0,19,5,53,0,0,138,6.7
413,68754,0,19,5,54,0,0,137,6.7
414,68755,0,19,5,55,0,0,135,6.72
415,68756,0,19,5,56,0,0,134,6.7
416,68757,0,19,5,57,0,0,132,6.72
417,68758,0,19,5,58,0,0,128,6.72
418,68759,0,19,5,59,0,0,129,6.7
419,68760,0,19,6,0,0,0,127,6.72
420,68761,0,19,6,1,0,0,125,6.72
421,68762,0,19,6,2,0,0,124,6.72
422,68763,0,19,6,3,0,0,123,6.72
423,68764,0,19,6,4,0,0,120,6.7
424,68765,0,19,6,5,0,0,119,6.72
425,68766,0,19,6,6,0,0,119,6.72
426,68767,0,19,6,7,0,0,117,6.7
427,68768,0,19,6,8,0,0,116,6.72
428,68769,0,19,6,9,0,0,115,6.7
429,68770,0,19,6,10,0,0,114,6.72
430,68771,0,19,6,11,0,0,113,6.7
431,68772,0,19,6,12,0,0,111,6.7
432,68773,0,19,6,13,0,0,110,6.7
433,68774,0,19,6,14,0,0,109,6.7
434,68775,0,19,6,15,0,0,109,6.72
435,68776,0,19,6,16,0,0,108,6.7
436,68777,0,19,6,17,0,0,107,6.7
437,68778,0,19,6,18,0,0,106,6.7
438,68779,0,19,6,19,0,0,105,6.7
439,68780,0,19,6,20,0,0,104,6.7
440,68781,0,19,6,21,0,0,103,6.72
441,68782,0,19,6,22,0,0,103,6.7
442,68783,0,19,6,23,0,0,103,6.72
443,68784,0,19,6,24,0,0,101,6.72
444,68785,0,19,6,25,0,0,101,6.7
445,68786,0,19,6,26,0,0,99,6.72
446,68787,0,19,6,27,0,0,99,6.7
447,68788,0,19,6,28,0,0,99,6.72
448,68789,0,19,6,29,0,0,98,6.7
449,68790,0,19,6,30,0,0,99,6.7
450,68791,0,19,6,31,0,0,98,6.7
451,68792,0,19,6,32,0,0,97,6.7
452,68793,0,19,6,33,0,0,96,6.7
453,68794,0,19,6,34,0,0,97,6.7
454,68795,0,19,6,35,0,0,96,6.7
455,68796,0,19,6,36,0,0,96,6.7
456,68797,0,19,6,37,0,0,95,6.72
457,68798,0,19,6,38,0,0,95,6.7
458,68799,0,19,6,39,0,0,94,6.72
459,68800,0,19,6,40,0,0,93,6.72
460,68801,0,19,6,41,0,0,92,6.72
461,68802,0,19,6,42,0,0,92,6.72
462,68803,0,19,6,43,0,0,91,6.7
463,68804,0,19,6,44,0,0,91,6.7
464,68805,0,19,6,45,0,0,92,6.7
465,68806,0,19,6,46,0,0,92,6.7
466,68807,0,19,6,47,0,0,91,6.72
467,68808,0,19,6,48,0,0,91,6.72
468,68809,0,19,6,49,0,0,91,6.7
469,68810,0,19,6,50,0,0,91,6.7
470,68811,0,19,6,51,0,0,91,6.72
471,68812,0,19,6,52,0,0,90,6.72
472,68813,0,19,6,53,0,0,89,6.7
473,68814,0,19,6,54,0,0,90,6.7
474,68815,0,19,6,55,0,0,89,6.7
475,68816,0,19,6,56,0,0,89,6.7
476,68817,0,19,6,57,0,0,88,6.7
477,68818,0,19,6,58,0,0,88,6.72
478,68819,0,19,6,59,0,0,87,6.72
479,68820,0,19,7,0,0,0,89,6.7
480,68821,0,19,7,1,0,0,88,6.7
481,68822,0,19,7,2,0,0,87,6.7
482,68823,0,19,7,3,0,0,87,6.7
483,68824,0,19,7,4,0,0,87,6.72
484,68825,0,19,7,5,0,0,87,6.7
485,68826,0,19,7,6,0,0,86,6.72
486,68827,0,19,7,7,0,0,87,6.72
487,68828,0,19,7,8,0,0,87,6.7
488,68829,0,19,7,9,0,0,87,6.7
489,68830,0,19,7,10,0,0,86,6.7
490,68831,0,19,7,11,0,0,86,6.72
491,68832,0,19,7,12,0,0,85,6.7
492,68833,0,19,7,13,0,0,86,6.7
493,68834,0,19,7,14,0,0,86,6.7
494,68835,0,19,7,15,0,0,86,6.7
495,68836,0,19,7,16,0,0,85,6.7
496,68837,0,19,7,17,0,0,84,6.72
497,68838,0,19,7,18,0,0,85,6.7
498,68839,0,19,7,19,0,0,85,6.7
499,68840,0,19,7,20,0,0,84,6.7
500,68841,0,19,7,21,0,0,84,6.72
501,68842,0,19,7,22,0,0,84,6.72
502,68843,0,19,7,23,0,0,84,6.7
503,68844,0,19,7,24,0,0,84,6.7
504,68845,0,19,7,25,0,0,83,6.72
505,68846,0,19,7,26,0,0,83,6.7
506,68847,0,19,7,27,0,0,83,6.7
507,68848,0,19,7,28,0,0,84,6.7
508,68849,0,19,7,29,0,0,84,6.7
509,68850,0,19,7,30,0,0,83,6.72
510,68851,0,19,7,31,0,0,83,6.7
511,68852,0,19,7,32,0,0,84,6.7
512,68853,0,19,7,33,0,0,83,6.7
513,68854,0,19,7,34,0,0,82,6.7
514,68855,0,19,7,35,0,0,83,6.7
515,68856,0,19,7,36,0,0,82,6.7
516,68857,0,19,7,37,0,0,82,6.72
517,68858,0,19,7,38,0,0,82,6.7
518,68859,0,19,7,39,0,0,82,6.7
519,68860,0,19,7,40,0,0,82,6.7
520,68861,0,19,7,41,0,0,82,6.7
521,68862,0,19,7,42,0,0,82,6.72
522,68863,0,19,7,43,0,0,81,6.7
523,68864,0,19,7,44,0,0,82,6.7
524,68865,0,19,7,45,0,0,82,6.7
525,68866,0,19,7,46,0,0,81,6.7
526,68867,0,19,7,47,0,0,81,6.72
527,68868,0,19,7,48,0,0,81,6.7
528,68869,0,19,7,49,0,0,81,6.7
529,68870,0,19,7,50,0,0,81,6.7
530,68871,0,19,7,51,0,0,81,6.7
531,68872,0,19,7,52,0,0,81,6.7
532,68873,0,19,7,53,0,0,81,6.72
533,68874,0,19,7,54,0,0,80,6.7
534,68875,0,19,7,55,0,0,80,6.72
535,68876,0,19,7,56,0,0,80,6.7
536,68877,0,19,7,57,0,0,80,6.7
537,68878,0,19,7,58,0,0,80,6.7
538,68879,0,19,7,59,0,0,80,6.7
539,68880,0,19,8,0,0,0,79,6.7
540,70396,0,19,33,16,1,0,404,6.43
541,70397,0,19,33,17,1,0,560,6.72
542,70398,0,19,33,18,1,0,606,6.72
543,70399,0,19,33,19,1,0,597,6.72
544,70400,0,19,33,20,1,0,570,6.72
545,70401,0,19,33,21,1,0,533,6.72
546,70402,0,19,33,22,1,0,488,6.72
547,70403,0,19,33,23,1,0,443,6.72
548,70404,0,19,33,24,0,0,407,6.7
549,70405,0,19,33,25,0,0,382,6.7
550,70406,0,19,33,26,0,0,362,6.7
551,70407,0,19,33,27,0,0,343,6.72
552,70408,0,19,33,28,0,0,325,6.72
553,70409,0,19,33,29,0,0,304,6.72
554,70410,0,19,33,30,0,0,286,6.7
555,70411,0,19,33,31,0,0,267,6.72
556,70412,0,19,33,32,0,0,251,6.72
557,70413,0,19,33,33,0,0,233,6.72
558,70414,0,19,33,34,0,0,224,6.7
559,70415,0,19,33,35,0,0,212,6.72
560,70416,0,19,33,36,0,0,201,6.72
561,70417,0,19,33,37,0,0,192,6.72
562,70418,0,19,33,38,0,0,183,6.72
563,70419,0,19,33,39,0,0,178,6.7
564,70420,0,19,33,40,0,0,170,6.7
565,70421,0,19,33,41,0,0,166,6.72
566,70422,0,19,33,42,0,0,161,6.72
567,70423,0,19,33,43,0,0,158,6.72
568,70424,0,19,33,44,0,0,156,6.72
569,70425,0,19,33,45,0,0,152,6.72
570,70426,0,19,33,46,0,0,148,6.7
571,70427,0,19,33,47,0,0,148,6.7
572,70428,0,19,33,48,0,0,146,6.72
573,70429,0,19,33,49,0,0,143,6.72
574,70430,0,19,33,50,0,0,142,6.72
575,70431,0,19,33,51,0,0,141,6.7
576,70432,0,19,33,52,0,0,138,6.72
577,70433,0,19,33,53,0,0,137,6.72
578,70434,0,19,33,54,0,0,136,6.72
579,70435,0,19,33,55,0,0,134,6.72
580,70436,0,19,33,56,0,0,132,6.7
581,70437,0,19,33,57,0,0,132,6.7
582,70438,0,19,33,58,0,0,130,6.72
583,70439,0,19,33,59,0,0,129,6.7
584,70440,0,19,34,0,0,0,126,6.7
585,70441,0,19,34,1,0,0,125,6.72
586,70442,0,19,34,2,0,0,124,6.7
587,70443,0,19,34,3,0,0,121,6.7
588,70444,0,19,34,4,0,0,121,6.72
589,70445,0,19,34,5,0,0,120,6.7
590,70446,0,19,34,6,0,0,118,6.7
591,70447,0,19,34,7,0,0,117,6.72
592,70448,0,19,34,8,0,0,116,6.7
593,70449,0,19,34,9,0,0,115,6.72
594,70450,0,19,34,10,0,0,113,6.72
595,70451,0,19,34,11,0,0,112,6.72
596,70452,0,19,34,12,0,0,112,6.7
597,70453,0,19,34,13,0,0,110,6.72
598,70454,0,19,34,14,0,0,109,6.7
599,70455,0,19,34,15,0,0,107,6.72
600,70456,0,19,34,16,0,0,106,6.7
601,70457,0,19,34,17,0,0,105,6.72
602,70458,0,19,34,18,0,0,104,6.7
603,70459,0,19,34,19,0,0,103,6.7
604,70460,0,19,34,20,0,0,100,6.7
